Sound	PeakF	HighF	LowF	Range	StartF	EndF	Trend	Inflec	PRR	Dur	BW
MODGR	387.6	447.2	169.2	2.643026005	308	199	1.547738693	3	0	2.01	278
GR(S).SQ	172.3	3088.1	120.9	25.54259719	169	2913	0.058015791	1	0	0.638	2967.2
MODGR	301.5	374.7	169.2	2.214539007	320	248	1.290322581	2	0	1.652	205.5
GR(S).SQ	193.8	2912.9	145	20.08896552	157	2901	0.054119269	1	0	0.595	2767.9
MODGR	366.1	404.9	181.3	2.233314948	284	205	1.385365854	2	0	2.053	223.6
DGR	150.7	193.4	78.6	2.460559796	139	91	1.527472527	0	0	0.926	114.8
NGR	301.5	410.9	145	2.833793103	272	163	1.668711656	1	0	1.258	265.9
GR(S).SQ.MODGR	646	1371.8	205.5	6.675425791	260	1366	0.19033675	3	0	1.232	1166.3
GR(S)	279.9	350.5	229.6	1.526567944	260	326	0.797546012	0	0	0.271	120.9
DC(H)(S)	732.1	852.1	670.8	1.270274299	828	671	1.233979136	1	0	0.244	181.3
GR(S).SQ	150.7	1367.4	85.5	15.99298246	137	1256	0.109076433	1	0	0.681	1281.9
MODC	753.7	905.9	534.2	1.695806814	637	573	1.111692845	2	0	0.772	371.7
GR(S).ASQ	172.3	2779.9	114.8	24.21515679	181	2683	0.067461796	3	0	0.69	2665.1
GR(S).SQ.MODGR	667.5	1468.5	108.8	13.49724265	133	653	0.203675345	4	0	1.302	1359.7
DGR	64.6	102.7	42.3	2.427895981	60	60	1	0	0	0.445	60.4
GR(S).ASQ	150.7	2441.5	102.7	23.77312561	145	677	0.214180207	4	0	0.611	2338.8
GR(S).ASQ.AC	710.6	2683.2	120.9	22.19354839	157	913	0.17196057	5	0	1.582	2562.3
GR(S).DSQ.MODC	667.5	1867.4	108.8	17.16360294	163	586	0.278156997	5	0	1.468	1758.6
GR(S).DSQ.MODC	689.1	2453.6	114.8	21.3728223	151	290	0.520689655	4	0	1.337	2338.8
GR(S).NSQ	172.3	3196.9	120.9	26.44251447	145	2985	0.048576214	62	0	0.723	3076
AGR(S).DC	193.8	918.6	120.9	7.598014888	133	616	0.215909091	2	0	1.127	797.7
GR(S).DSQ.MODC(S)	172.3	2634.9	108.8	24.21783088	145	435	0.333333333	3	0	1.285	2526.1
NSQ	1571.9	1674	1444.3	1.159038981	1446	1456	0.993131868	1	0	0.219	229.7
AC(S)	689.1	749.4	574.1	1.3053475	616	695	0.886330935	0	0	0.568	175.3
NSQ.DC	710.6	2816.2	393.1	7.164080387	1873	459	4.080610022	2	0	1.038	2423.1
DGW	495.3	2324.7	230.8	10.07235702	538	504	1.067460317	1	0	1.557	2093.9
WP	323	991.4	205.1	4.833739639	231	932	0.247854077	1	0	0.21	786.3
AW	2648.6	3068.2	2555.4	1.200673084	2555	3060	0.83496732	0	0	0.186	512.8
DGW	473.7	2093.9	299.1	7.000668673	504	496	1.016129032	0	0	1.836	1794.8
WP	236.9	658.1	205.1	3.208678693	214	607	0.352553542	0	0	0.201	453
AW	2648.6	3897.2	2316.1	1.682656189	2376	3846	0.617784711	0	0	0.245	1581.1
DW(L)	3466.8	3871.6	2256.3	1.715906573	3837	2376	1.61489899	8	0	2.648	1615.3
UC(S)	646	743.3	592.2	1.255150287	719	665	1.081203008	1	0	0.2	151.1
UC(S)	710.6	854.7	688.9	1.240673538	822	804	1.02238806	1	0	0.168	165.8
AC(S).AW	1184.3	1529	701	2.181169757	737	1366	0.539531479	1	0	1.268	828
UC(S).MODC(H)	1141.3	1257	676.8	1.857269504	683	1215	0.562139918	5	0	1.582	580.2
AC(H)	1162.8	1390	864.2	1.608423976	919	1342	0.684798808	4	0	0.927	525.8
MODGR(L)	430.7	574.1	229.6	2.50043554	405	266	1.522556391	5	0	2.892	344.5
UC(S).MODW(L)	1076.7	1323.5	743.3	1.78057312	749	1263	0.593032462	10	0	2.706	580.2
UC(S).W(L)	2519.4	2779.9	973	2.857040082	1009	2532	0.39849921	1	0	2.261	1806.9
AC(S).MODW(L)	2584	2640.9	701	3.767332382	743	2611	0.284565301	8	0	2.373	1939.9
AGR(H)	344.5	737.3	90.6	8.137969095	133	689	0.193033382	0	0	0.766	646.7
AGR(H)	323	525.8	102.7	5.11976631	127	483	0.262939959	0	0	0.754	423.1
BP	732.1	827.9	646.6	1.280389731	749	749	1	0	0	0.14	181.3
BP(A)	689.1	1027.4	628.5	1.63468576	719	997	0.72116349	0	0	0.21	398.9
AGR(H)	323	725.2	193.4	3.749741468	199	707	0.281471004	0	0	0.646	531.8
AGR(H)	323	507.6	175.3	2.89560753	205	477	0.429769392	0	0	0.638	332.3
BP	689.1	725.2	489.5	1.481511747	610	610	1	0	0	0.131	235.7
BP	602.9	713.1	477.4	1.493715961	622	622	1	0	0	0.131	235.7
PE.AM	559.9	756.4	85.5	8.846783626	107	714	0.149859944	2	0	1.891	670.9
PE.AM	301.5	726.5	170.9	4.251023991	218	637	0.342229199	2	0	1.101	555.6
PE.AM(S)	602.9	682.9	374.7	1.822524686	405	635	0.637795276	0	0	0.618	308.2
PE.MM	495.3	652.7	338.4	1.928782506	369	526	0.701520913	4	0	1.896	314.3
PE.AM	430.7	634.5	229.6	2.763501742	254	586	0.433447099	0	0	0.705	404.9
MM	516.8	725.2	344.5	2.105079826	351	520	0.675	7	0	2.261	380.7
BA(P)	172.3	580.2	102.7	5.64946446	169	538	0.314126394	0	0	0.559	477.5
BA(P)	172.3	616.4	102.7	6.00194742	157	586	0.267918089	0	0	0.638	513.7
GR.UW	344.5	3136.6	59.8	52.45150502	128	2624	0.048780488	2	0	1.442	3076.8
GR.UW	323	3444.2	111.1	31.00090009	162	2726	0.059427733	2	0	1.373	3333.1
PE.AM	452.2	761.5	108.8	6.999080882	127	737	0.172320217	0	0	1.001	652.7
GW	818.3	2544.2	90.6	28.0816777	115	133	0.864661654	0	0	1.273	2453.6
GW	753.7	2858.5	96.7	29.56049638	103	79	1.303797468	0	0	1.137	2761.8
PE.AGR(H)	279.9	483.5	114.8	4.211672474	127	471	0.269639066	0	0	0.902	368.7
PE.AGR(H)	301.5	622.5	102.7	6.06134372	115	598	0.192307692	0	0	1.026	519.8
SQ	753.7	1112	459.3	2.42107555	786	786	1	0	0	0.136	652.7
SQ	646	852.1	477.4	1.784876414	659	659	1	0	0	0.136	374.7
UC(S).AW	732.1	1643.8	701	2.344935806	816	1620	0.503703704	2	0	0.322	942.8
UC(S).W	732.1	1335.6	682.9	1.955776834	737	1317	0.559605163	2	0	2.509	652.7
NSQ	1356.6	1871.7	1230.7	1.520841797	1265	1299	0.97382602	1	0	0.296	641
NSQ	1851.9	2222.1	1555.5	1.428543877	1581	1991	0.79407333	1	0	0.259	666.6
DSQ	1550.4	2128.1	1470	1.447687075	2077	1479	1.404327248	0	0	0.21	658.1
AGR	301.5	427.3	196.6	2.173448627	316	350	0.902857143	0	0	1.137	230.7
GR(S).SQ.AC	689.1	2102.4	102.6	20.49122807	145	675	0.214814815	5	0	1.594	1999.8
SQ.MODC	667.5	1991.3	504.2	3.949424831	1897	581	3.265060241	3	0	1.063	1487.1
GR(S).SQ.DC	193.8	2811.8	119.7	23.49039265	128	419	0.30548926	2	0	1.631	2692.1
MODC(L)	452.2	1017	273.5	3.718464351	974	291	3.347079038	3	0	2.262	743.5
GR	236.9	290.6	179.5	1.618941504	214	214	1	0	0	1.57	111.1
DSQ	1851.9	1940.1	1529.8	1.268204994	1914	1590	1.203773585	0	0	0.297	410.3
GR(S).DSQ	193.8	2734.9	111.1	24.61656166	162	2179	0.07434603	1	0	0.692	2623.8
GR(S).DSQ	279.9	2290.5	119.7	19.13533835	154	1701	0.090534979	2	0	0.568	2170.8
AC	1292	1393.1	1162.3	1.198571797	1205	1367	0.881492319	0	0	0.767	230.8
AW(L)	2454.8	2598.1	1777.7	1.46149519	1795	2530	0.709486166	4	0	1.965	820.4
GR(S).SQ.NC	129.2	2709.2	68.4	39.60818713	85	2701	0.031469826	3	0	1.145	2640.8
SQ.MODC	624.5	1307.6	521.3	2.508344523	1265	573	2.207678883	4	0	1.206	786.3
SQ.MODC	689.1	2307.6	504.2	4.576755256	2282	547	4.171846435	3	0	0.795	1803.4
GR(S).NSQ	193.8	2811.8	128.2	21.93291732	171	983	0.173957274	2	0	0.498	2683.6
AC	366.1	803.4	273.5	2.937477148	436	769	0.566970091	1	0	0.254	529.9
ASQ	2390.2	2700.7	2307.6	1.170350147	2513	2513	1	0	0	0.201	393.1
TI	323	3472.2	264	13.15227273	327	349	0.936962751	0	0	1.267	3208.2
P(L)	323	1915.1	113.9	16.81387182	161	322	0.5	1	37	3.646	1801.2
P(MOD)(L)	323	3708.1	94.9	39.07376185	152	367	0.414168937	3	30	3.6	3613.2
AGR(S).UW	387.6	1866.7	94.9	19.67017914	146	607	0.240527183	3	0	0.926	1771.8
AGR.DW	172.3	1752.8	94.9	18.46996839	152	1392	0.109195402	3	0	1.081	1657.9
AGR.MODW	150.7	2157.8	75.9	28.42951252	114	766	0.148825065	3	0	1.267	2081.8
AGR	150.7	221.5	82.3	2.691373026	158	190	0.831578947	1	0	0.834	139.2
MODS	1485.8	1874.8	1212.6	1.546099291	1852	1239	1.494753834	2	0	0.511	662.2
NS	1227.4	1364.7	1056	1.292329545	1195	1239	0.96448749	3	0	0.542	308.7
AGR.UW	172.3	3382.7	107.4	31.49627561	134	2470	0.054251012	4	0	1.678	3275.3
AGR.S	1313.5	1646.6	116.3	14.15821152	143	1217	0.117502054	2	0	1.739	1530.3
AGR.MODS	1313.5	1619.7	98.4	16.46036585	170	725	0.234482759	4	0	1.984	1521.3
AM(P)(S)	516.8	3015.8	246.8	12.21961102	506	551	0.918330309	1	0	0.63	2769
GW(L)	839.8	2986.7	556.8	5.36404454	848	759	1.117259552	3	0	3.664	2429.9
AGR(S).NW	172.3	2738.4	107.4	25.4972067	143	1494	0.095716198	2	0	0.766	2631
AGR(S).NS	1313.5	1797.1	94.9	18.93677555	139	1057	0.131504257	2	0	1.502	1702.2
AGR(S).UW	215.3	3765	113.9	33.05531168	139	1493	0.093101139	2	0	1.154	3651.1
AGR(S).C	1335.1	1752.8	113.9	15.38893766	152	696	0.218390805	3	0	2.045	1638.9
AGR(S).C	1399.7	1664.2	107.6	15.46654275	139	1050	0.132380952	2	0	1.853	1556.6
WOP(L)	64.6	518.9	31.6	16.42088608	63	481	0.130977131	0	0	0.472	487.2
GR(S).MODC	710.6	1139	101.2	11.25494071	139	570	0.243859649	3	0	1.363	1037.8
GR(S).MODC	172.3	822.6	94.9	8.668071654	120	475	0.252631579	5	0	1.564	727.7
GR(S).UC	172.3	1404.3	89.1	15.76094276	110	1377	0.079883805	5	0	0.556	1315.3
NM(S)	538.3	601.4	318.9	1.885857636	346	347	0.997118156	1	0	0.483	282.5
TI(A)(L)	452.2	902	227.8	3.959613696	310	410	0.756097561	0	0	4.303	674.3
SC(S)	602.9	1785.9	91.1	19.60373216	155	219	0.707762557	0	0	0.615	1694.8
TI(A)(S)	430.7	2587.7	244.8	10.57066993	277	850	0.325882353	0	0	0.551	2342.9
TI(MOD)(L)	344.5	837.6	186.8	4.483940043	213	374	0.569518717	4	27	3.301	650.7
GW.SC	602.9	2499.8	489.7	5.104758015	612	651	0.940092166	6	0	4.85	2010.2
AGR(S).US	172.3	1508	104.8	14.38931298	155	1125	0.137777778	2	0	1.702	1403.2
SC(A)	559.9	2641.6	341.5	7.735285505	361	773	0.467011643	0	0	1.038	2300.1
SC(MOD)	602.9	3198.2	364.5	8.774211248	702	647	1.085007728	3	0	1.699	2833.7
SC(MOD)	602.9	2769.9	300.7	9.211506485	538	620	0.867741935	3	0	2.174	2469.2
SC(S)	430.7	2523.9	373.6	6.755620985	428	410	1.043902439	0	0	0.531	2150.3
SC(MOD)(L)	430.7	2378.1	337.1	7.05458321	503	483	1.041407867	5	0	3.164	2041
GW(A)	667.5	2158.4	438.1	4.926729057	625	1269	0.49251379	0	0	0.979	1720.2
TI(A)(S)	495.3	2306.5	309.3	7.457161332	509	470	1.082978723	1	0	0.546	1997.3
P(MOD)	516.8	2660.9	128.9	20.64313421	161	522	0.308429119	1	20	1.093	2532
BE(MOD)	516.8	3380.4	236.9	14.26931195	273	528	0.517045455	2	30	3.027	3143.5
WOP(L)	86.1	463.7	42.9	10.80885781	34	395	0.086075949	0	0	0.467	420.7
NS	1615	1700.7	304.1	5.592568234	1570	360	4.361111111	1	0	0.484	1396.5
NS	1033.6	1911.7	974.5	1.961723961	1030	1027	1.00292113	1	0	0.781	937.2
GR.MODW	1270.5	1413.2	131.7	10.73044799	176	404	0.435643564	5	0	2.1	1281.6
SC(H)	1335.1	3525.5	1067.6	3.302266767	1303	1378	0.945573295	0	0	0.861	2457.9
SC(H)	3036.2	3190.3	1042.8	3.059359417	1539	1514	1.01651255	0	0	0.927	2147.6
GR.DW	1119.7	1353.1	117.9	11.47667515	155	919	0.168661589	3	0	2.021	1235.2
NM	839.8	887.6	577.2	1.537768538	745	596	1.25	3	0	1.137	310.3
DS	1442.7	1676.6	1173.1	1.429204671	1272	1179	1.078880407	2	0	0.804	503.5
GW(A)	538.3	3004.5	286.1	10.50157288	311	555	0.56036036	1	0	0.901	2718.4
GW(S)	646	1607.5	530.2	3.031874764	631	623	1.012841091	0	0	0.696	1077.3
M(L)	473.7	535.6	386.8	1.384694933	476	446	1.067264574	2	0	2.552	148.8
MM(P)	538.3	648	416.6	1.555448872	585	623	0.939004815	4	0	1.365	231.4
DM	408.7	591.2	365.2	1.618838992	548	409	1.339853301	0	0	1.481	226.1
P(S)	323	3236	196.1	16.5017848	313	349	0.896848138	2	0	0.605	3039.9
PE.DM(S)	581.4	845.8	435.1	1.943920938	827	441	1.875283447	2	0	0.621	410.6
PE.MM(L)	581.4	747.7	202.3	3.695996045	239	680	0.351470588	7	0	2.71	545.5
PE.AM(L)	452.2	705.9	125.9	5.606830818	162	607	0.266886326	5	0	2.038	580
MM(S)	710.6	782.4	467.6	1.673224979	607	486	1.248971193	2	0	0.813	314.7
AGR(S)	172.3	242.8	58.5	4.15042735	99	189	0.523809524	2	0	0.601	184.3
SC(L)	559.9	3608.8	324.8	11.11083744	568	577	0.98440208	2	0	2.175	3284
WOP(L)	172.3	409.3	88.2	4.640589569	145	397	0.365239295	1	0	0.384	321.2
WOP(L)	172.3	334	62.3	5.361155698	142	316	0.449367089	1	0	0.384	271.6
