calltype,start_time,end_time,pause,SNR
I45,777.37,779.72,6.45,31
I45,786.17,787.42,26.84,10
I44,814.26,814.99,0.57,32
I45,815.56,816.48,5.42,37
I51,821.9,823,12.7,32
I51,835.7,836.65,0.67,28
I51,837.32,838.47,6.05,34
I45,844.52,845.52,0.97,21
I45,846.49,847.24,5.76,18
I51,853,853.97,7.13,27
I51,861.1,862.08,0.11,23
I51,862.19,863.23,30.4,19
I44,893.63,894.44,75.44,23
I43.3,969.88,970.87,3.4,19
I43.3,974.27,975.2,1.07,12
I43.3,1002.32,1003.54,115.89,24
I51,1119.43,1120.29,5.4,23
I51,1125.69,1126.57,2.06,22
I44,1128.63,1129.66,0.64,11
I45,1130.3,1131.3,4.58,18
I44,1135.88,1136.73,0.49,19
I44,1137.22,1138.68,3.88,16
I63,1142.56,1143.33,64.02,NA
I44,1207.35,1208.26,0.41,26
I45,1208.67,1210.09,77.76,26
I43.1,1287.85,1288.74,114.43,26
I45,1403.17,1404.78,134.15,22
I44,1538.93,1540.01,0.7,27
I45,1540.71,1542.06,2.8,19
I43.7,1544.86,1545.82,4.17,17
I41.1,1549.99,1550.84,9.28,16
I44,1560.12,1561.13,1.83,10
I45,1562.96,1564.29,4.83,12
I63,1569.12,1569.52,56.42,18
I44,1625.94,1626.89,2.03,18
I44,1750.05,1751.04,2.25,26
I45,1753.29,1754.46,-0.27,NA
I44,1754.19,1755.06,13.96,14
I70,1769.02,1770.56,1.8,13
I44,1772.36,1773.14,0,23
I44,1773.14,1773.97,0.1,NA
I45,1774.07,1775.64,1.23,22
I45,1776.87,1777.81,4.38,20
I45,1782.19,1783.23,0.39,13
I44,1783.62,1784.35,4.21,15
I45,1788.56,1790.28,-0.39,10
I44,1789.89,1790.87,3.08,15
I45,1793.95,1795.37,-0.37,16
I44,1795,1795.54,2.25,24
I44,1797.79,1798.47,13.3,17
I44,1811.77,1812.79,0.68,16
I45,1813.47,1815.04,16.83,12
I45,1833.3,1834.94,0.87,15
I44,1835.81,1836.66,8.53,17
I45,1845.19,1846.73,0.22,16
I44,1846.95,1847.91,90.71,14
I44,1938.62,1939.61,0.52,26
I45,1940.13,1941.47,2.18,16
I45,1943.65,1945.06,68.49,17
I43.3,2013.55,2014.85,96.25,17
I45,2111.1,2112.03,110.62,20
I41.1,2222.65,2224.73,2.78,14
I42.2,2227.51,2230.53,8.04,17
I45,2238.57,2240.21,1.77,18
I43.2,2241.98,2243.03,14.45,31
I43.2,2257.48,2258.45,48.34,29
I43.2,2306.79,2307.64,1.52,28
I44,2309.16,2310.18,0.99,28
I45,2311.17,2312.5,-0.49,21
I43.3,2312.01,2313.03,16.1,17
I43.2,2329.13,2330.01,14.71,14
I43.1,2344.72,2345.69,0.39,22
I45,2346.08,2347.59,8.93,27
I44,2356.52,2357.38,0.25,23
I43.3,2357.63,2358.84,7.5,20
I44,2366.34,2367.28,0.42,26
I45,2367.7,2369.22,138.58,20
I43.1,2507.8,2508.69,6.79,21
I44,2515.48,2516.21,0.46,27
I44,2516.67,2517.71,7.75,29
I42.2,2525.46,2528.12,5.48,12
I44,2533.6,2534.52,0.33,28
I45,2534.85,2536.89,1.73,19
I45,2538.62,2539.69,0,16
I44,2539.69,2540.55,17.94,16
I44,2558.49,2559.51,0.5,14
I43.2,2560.01,2560.73,1.42,16
I43.1,2562.15,2562.72,113.7,10
I43.2,2676.42,2677.23,9.98,15
I48.1,2687.21,2688.13,0,14
I41.1,2688.13,2689.02,1.49,25
I41.1,2690.51,2691.55,6.15,20
I43.2,2697.7,2698.52,0.25,17
I44,2698.77,2699.58,0.36,10
I43.3,2699.94,2701.17,4.85,20
I45,2706.02,2707.04,240.42,12
I45,2974.14,2975.1,10.75,15
I44,2985.85,2986.93,151.86,15
I44,71.79,72.77,0.55,21
I45,73.32,74.5,0.19,16
I44,74.69,75.51,16.7,17
I44,92.21,93.14,0.44,20
I43.3,93.58,94.8,19.8,12
I44,114.6,115.83,5.98,33
I41.1,121.81,122.84,114.34,13
I43.3,237.18,238.48,0.75,28
I43.2,239.23,240.26,0.77,28
I42.2,241.03,244.29,1.61,11
I41.2,385.02,385.44,5.79,20
I63,391.23,391.97,0.49,18
I63,392.46,393.16,4.43,12
I44,397.59,398.1,-0.21,22
I45,397.89,399.22,1.36,25
I45,400.58,401.43,11.12,21
I44,412.55,413.27,1.55,30
I40.1,414.82,415.22,1.6,27
I45,416.82,418.19,7.6,29
I63,425.79,426.36,0.83,35
I63,427.19,427.86,22.88,27
I41.1,450.74,451.41,0.44,19
I44,451.85,452.64,7.35,35
I45,459.99,460.92,0.52,27
I41.1,461.44,462.06,34.74,25
I43.1,496.8,497.38,39.98,22
I43.1,537.36,538.21,24.48,22
I43.1,562.69,563.5,32.13,20
I41.1,595.63,596.2,1.24,22
I41.2,597.44,597.74,19.88,24
I43.1,617.62,618.32,1.77,21
I43.1,620.09,620.96,-0.26,10
I41.1,620.7,621.51,7.41,22
I43.1,628.92,629.64,12.21,13
I43.1,641.85,642.5,1.45,12
I43.1,643.95,644.69,12.21,13
I43.1,656.9,657.7,12.25,13
I43.1,669.95,670.67,3.08,16
I41.2,673.75,673.98,0.65,20
I41.1,674.63,675.12,24.48,17
I41.1,699.6,700.09,26985.84,19
I78,2924.93,2925.6,3.57,22
I78,2929.17,2929.78,9.17,18
I78,2938.95,2939.62,27.37,25
I78,2966.99,2967.56,1.4,25
I78,2968.96,2969.51,1.22,29
I78,2970.73,2971.35,12.16,30
I78,2983.51,2984.38,2.74,34
I78,2987.12,2987.99,1.02,43
I78,2989.01,2989.91,27.27,42
I78,3017.18,3017.8,1.3,25
I78,3019.1,3019.67,1.46,30
I78,3021.13,3021.68,78.31,31
I78,3099.99,3100.59,NA,29
I38.1,26.14,26.68,0.44,14
I11.4,27.12,27.9,0.53,23
I69,28.43,29.67,59.96,19
I38.1,89.63,90.24,0.63,17
I11.4,90.87,92.26,36.6,17
I37.1,128.86,129.49,0,17
I38.1,129.49,129.93,0.44,15
I11.4,130.37,131.39,43.12,24
I38.1,174.51,174.94,0.69,NA
I11.4,175.63,176.58,3.75,14
I38.1,180.33,180.82,0.39,17
I11.4,181.21,182.31,32.84,25
I11.4,216.2,217.1,6.53,14
I38.1,223.63,223.98,0.58,10
I11.4,224.56,225.44,0.14,14
I38.1,225.58,226.21,0.44,13
I11.4,226.65,227.72,4.36,18
I38.1,232.08,232.57,0.49,11
I11.4,233.06,234.01,17.27,24
I11.4,251.28,252.25,18.57,NA
I11.4,270.82,271.67,16.81,21
I38.1,288.48,288.87,0.16,NA
I11.4,290.13,291.16,5.74,14
I39,297.71,298.28,12.08,15
I38.1,310.36,310.97,0.29,10
I11.4,311.26,312.43,1.95,20
I38.1,314.38,314.92,0.43,19
I11.4,315.35,316.38,3.8,20
I11.4,321.08,322.03,1.02,22
I38.1,323.05,323.59,0.32,14
I11.4,323.91,325,7.21,18
I38.1,332.21,332.9,0.56,21
I11.4,333.46,334.94,4.12,25
I38.1,339.06,339.55,0.24,12
I39,339.79,340.55,0.31,20
I69,340.86,342.11,9.33,21
I11.4,351.44,352.58,9.33,23
I11.5,361.91,363.11,10.76,26
I38.1,373.87,374.39,0.34,17
I11.4,374.73,375.75,16.3,21
I38.1,392.05,392.68,0.44,25
I11.4,393.12,394.32,7.69,37
I38.1,402.01,402.62,0.27,15
I11.4,402.89,403.91,19.3,26
I11.5,423.21,424.21,25.24,26
I38.1,449.45,450.11,0.19,27
I11.4,450.3,451.18,0.22,32
I69,451.4,452.37,33.62,24
I11.4,486.89,487.97,0.51,20
I69,488.48,489.84,12.04,12
I38.1,501.88,502.54,0.29,21
I11.4,502.83,503.88,0.43,38
I69,504.31,505.56,10.01,35
I38.1,515.57,516.08,0.42,18
I11.4,516.5,517.52,751.52,27
I44,1269.04,1270.75,12.52,21
I37.1,1283.27,1284.3,29.55,18
I38.1,1313.85,1314.31,0.46,21
I11.4,1314.77,1315.82,1.46,16
I11.4,1318.23,1319.21,-0.25,17
I38.1,1318.96,1319.43,0.65,24
I11.4,1320.08,1321.01,2.29,25
I38.1,1323.3,1323.59,0,19
I38.1,1323.59,1323.96,0.19,26
I11.4,1324.15,1325.05,-0.48,23
I11.4,1324.57,1325.47,0.8,18
I69,1326.27,1327.13,6.55,24
I38.1,1333.68,1334.36,0.37,18
I11.4,1334.73,1335.82,0.17,23
I38.1,1335.99,1336.63,0.83,15
I11.4,1337.46,1338.6,1.07,31
I38.1,1339.67,1340.09,0.51,15
I11.4,1340.6,1341.72,0.61,31
I69,1342.33,1343.28,0.24,22
I38.1,1343.52,1344.03,0.39,29
I11.4,1344.42,1345.69,8.54,18
I11.4,1354.23,1355.56,2.68,25
I11.4,1358.24,1359.26,0.49,30
I69,1359.75,1360.94,1.63,21
I38.1,1362.57,1363.09,0.48,13
I11.4,1363.57,1364.38,14.37,25
I38.1,1378.75,1379.51,0.39,13
I11.4,1379.9,1381.07,1.58,27
I38.1,1382.65,1383.16,0.41,15
I11.4,1383.57,1384.4,34.84,26
I38.1,1419.24,1419.78,0.36,11
I38.1,1446.99,1447.5,0.42,NA
I11.4,1447.92,1449.06,19.71,21
I38.1,1468.77,1469.41,0.82,NA
I11.4,1470.23,1471.26,83.9,15
I37.1,1555.16,1556.06,5.63,21
I37.1,1561.69,1562.59,22.13,22
I37.1,1584.72,1585.59,120.87,21
I38.1,1706.46,1706.97,0.44,NA
I11.4,1707.41,1708.33,2.59,10
I38.1,1710.92,1711.53,0.29,NA
I11.4,1711.82,1713.18,0.37,14
I69,1713.55,1716.11,14.32,12
I38.1,1730.43,1730.94,0.78,NA
I11.4,1731.72,1732.96,13.23,11
I38.1,1746.19,1746.75,0.32,NA
I11.4,1747.07,1748.12,0.22,25
I69,1748.34,1749.51,17.64,22
I38.1,1767.15,1767.75,0.35,14
I11.4,1768.1,1769.17,0.61,30
I69,1769.78,1771.7,214.44,21
I38.1,1986.14,1986.58,0.37,NA
I11.4,1986.95,1987.9,30.82,12
I11.4,2018.72,2019.66,126.65,22
I38.1,2146.31,2146.97,0.36,12
I11.4,2147.33,2148.21,133.92,22
I38.1,2282.13,2282.74,0.37,15
I11.4,2283.11,2284.18,0.31,30
I69,2284.49,2287.81,13.15,15
I38.1,2300.96,2301.4,0.54,10
I11.4,2301.94,2302.99,32.5,24
I53.1,2335.49,2336,30.6,14
I38.1,2366.6,2367.06,0.5,12
I11.4,2367.56,2368.56,53.9,24
I38.1,2422.46,2423,0.41,22
I11.4,2423.41,2424.51,3.87,30
I38.1,2428.38,2429.02,3.89,20
I11.4,2432.91,2434.03,8,25
I11.4,2442.03,2442.88,0.41,19
I69,2443.29,2445.48,7.78,13
I53.1,2466,2466.71,2.07,32
I38.1,2468.78,2469.34,0.48,11
I11.4,2469.82,2471.07,127.1,20
I53.1,2598.17,2598.67,221.05,16
I38.1,2819.72,2820.31,0.27,12
I11.4,2820.58,2821.43,25.19,25
I38.1,2846.62,2847.18,0.37,NA
I11.4,2847.55,2848.79,37.2,16
I38.1,2885.99,2886.75,0.34,10
I11.4,2887.09,2888.21,6.02,27
I38.1,2894.23,2894.62,0.17,12
I38.1,2894.79,2895.32,0.01,27
I11.4,2895.33,2896.07,-0.57,NA
I11.4,2895.5,2896.15,0.17,19
I69,2896.32,2897.11,19.71,21
I11.4,2917.77,2918.88,18.18,18
I37.1,2937.06,2937.82,28.54,18
I11.4,2966.36,2967.25,75.03,11
I59.2,3042.28,3043.13,0.12,24
I69,3043.25,3044,2.81,13
I59.2,3046.81,3047.61,0.18,15
I69,3047.79,3048.53,109.99,10
I38.1,3158.52,3159.06,0.32,22
I11.4,3159.38,3160.17,0.24,25
I69,3160.41,3161.46,-0.22,14
I38.1,3161.24,3161.57,0.53,14
I11.4,3162.1,3162.95,14.43,19
I37.1,3177.38,3178.06,2.66,14
I38.1,3180.72,3181.2,0.6,11
I11.4,3181.8,3182.73,8.8,23
I11.4,3191.53,3192.53,0.44,20
I69,3192.97,3194.26,1.83,24
I38.1,3196.09,3196.55,0.37,29
I11.4,3196.92,3197.9,1.03,32
I38.1,3198.93,3199.39,0.4,23
I11.4,3199.79,3200.66,1.62,32
I38.1,3202.28,3202.68,0.47,19
I39,3203.15,3203.69,0.69,16
I69,3204.38,3205.19,2.49,15
I38.1,3207.68,3208.16,0.42,15
I11.4,3208.58,3209.72,0.41,28
I69,3210.13,3211.88,0.2,18
I38.1,3212.08,3212.58,0.9,18
I11.4,3213.48,3214.44,4.04,16
I11.4,3218.48,3219.44,0.41,17
I69,3219.85,3220.89,0.32,18
I11.4,3221.21,3222.36,5.22,17
I11.4,3228.55,3229.54,0.56,16
I69,3230.1,3231.55,4.1,13
I37.1,3235.65,3236.65,5.09,20
I37.1,3241.74,3242.71,10.15,17
I37.1,3252.86,3253.66,1.22,12
I11.4,3255.73,3256.66,0.4,14
I38.1,3257.06,3257.47,0.71,18
I11.4,3258.18,3259.43,10.86,27
I11.4,3271.31,3272.22,23.84,26
I38.1,3296.06,3296.59,0.51,10
I11.4,3297.1,3298.15,2.18,28
I38.1,3300.33,3300.79,0.36,15
I11.4,3301.15,3302.1,11.58,23
I38.1,3313.68,3314.04,0.72,15
I11.4,3314.76,3315.75,0.57,26
I69,3316.32,3317.54,2.48,23
I11.4,3321.5,3322.41,2.97,19
I38.1,3325.38,3325.92,0.52,18
I11.4,3326.44,3327.63,7.87,34
I38.1,3335.5,3336.08,0.67,11
I11.4,3336.75,3337.99,0.36,32
I69,3338.35,3340.3,1.71,32
I38.1,3342.01,3342.45,0.44,17
I39,3342.89,3343.41,0.31,19
I69,3343.72,3345.14,4.12,27
I11.4,3349.26,3350.15,12.92,16
I38.1,3363.07,3363.57,0.29,13
I39,3363.86,3364.33,0.36,11
I69,3364.69,3366.95,1.3,20
I11.4,3369.12,3370.13,7.37,19
I38.1,3377.5,3377.94,0.55,10
I11.4,3378.49,3379.55,197.15,15
I37.1,3576.7,3577.58,3.39,30
I37.1,3580.97,3581.87,16.19,11
I37.1,610.8,611.6,3.51,17
I37.1,615.11,615.86,1.84,13
I37.1,617.7,618.49,0.58,16
I38.1,619.07,619.4,0.31,19
I39,619.71,620.4,128.85,24
I53.1,749.25,749.85,67.71,13
I53.1,817.56,818.17,29.49,10
I38.1,847.66,848.1,0.46,25
I11.4,848.56,849.39,-0.38,34
I38.1,849.01,849.39,0.51,NA
I11.4,849.9,850.59,-0.09,23
I69,850.5,851.54,41.43,19
I38.1,892.97,893.45,0.58,25
I11.4,894.03,895.18,0.33,33
I69,895.51,897.18,1.15,36
I38.1,898.33,898.91,0.13,22
I39,899.04,899.63,15.17,20
I38.1,914.8,915.23,0.48,14
I11.4,915.71,916.69,21.04,37
I43.9,937.73,938.57,15.09,21
I38.1,953.66,954.17,0.36,16
I11.4,954.53,955.28,0.35,28
I53.1,955.63,956.34,0.49,15
I38.1,959.71,960.12,0.39,20
I11.4,960.51,961.28,8.94,19
I38.1,970.22,970.55,0.61,16
I11.4,971.16,972.07,4.38,17
I38.1,976.45,977.09,0.1,20
I39,977.19,977.87,7.33,19
I38.1,985.2,985.71,0.26,16
I11.4,985.97,986.99,29.16,33
I38.1,1016.15,1016.69,0.44,12
I11.4,1017.13,1017.86,3.94,22
I38.1,1021.8,1022.16,0.61,17
I11.4,1022.77,1023.76,3.94,27
I38.1,1027.7,1028.21,0.69,20
I11.4,1028.9,1029.79,3.4,19
I37.1,1033.19,1034.05,5.52,23
I38.1,1039.57,1040.06,0.4,33
I11.4,1040.46,1041.49,7.07,41
I11.4,1048.56,1049.53,23.75,16
I37.1,1073.28,1074.02,2.58,18
I53.1,1076.6,1077.11,1.18,25
I38.1,1078.29,1078.75,0.45,12
I11.4,1079.2,1080.08,6.71,23
I44,1086.79,1087.64,1.48,18
I53.1,1089.12,1089.9,1.06,21
I44,1090.96,1091.69,0.06,16
I53.1,1091.75,1092.41,1.22,20
I38.1,1093.63,1094.07,-0.16,10
I53.1,1093.91,1094.6,0,21
I11.4,1094.6,1095.55,3.3,24
I40.1,1098.85,1099.41,4.19,13
I37.1,1103.6,1104.39,16.93,16
I38.1,1121.32,1121.68,0.55,24
I11.4,1122.23,1123.06,2.6,23
I53.1,1125.66,1126.38,1.78,26
I53.1,1128.16,1128.9,10.53,19
I39,1140.21,1140.9,1.99,24
I44,1142.89,1143.54,-0.24,24
I38.1,1143.3,1143.54,0.69,20
I11.4,1144.23,1145.06,247,11
I38.1,1392.06,1392.55,0.56,13
I11.4,1393.11,1393.98,1.07,17
I69,1395.05,1396.12,25.82,16
I38.1,1421.94,1422.5,0.33,12
I11.4,1422.83,1423.88,15.3,28
I38.1,1439.18,1439.67,0.46,19
I11.4,1440.13,1441.17,1.18,30
I11.4,1443.22,1444.21,0.49,32
I69,1444.7,1446.18,3.06,31
I38.1,1449.24,1449.8,0.46,24
I11.4,1450.26,1451.42,0.33,24
I69,1451.75,1454.37,13.33,30
I38.1,1467.7,1468.53,0.35,20
I11.4,1468.88,1470.21,0.81,12
I38.1,1471.02,1471.48,0.46,13
I39,1471.94,1472.5,0.32,12
I69,1472.82,1474.32,4.98,30
I69,1479.3,1482.57,1.86,14
I38.1,1484.43,1484.82,0.45,21
I11.4,1485.27,1486.15,9.83,20
I38.1,1495.98,1496.51,0.49,24
I11.4,1497,1498.04,0.41,33
I69,1498.45,1499.85,266.61,21
I38.1,1766.46,1767.03,0.41,20
I11.4,1767.44,1768.49,0.43,30
I69,1768.92,1770.65,2.82,22
I11.4,1774.41,1775.27,0.55,12
I53.1,1775.82,1776.47,1.46,11
I38.1,1777.93,1778.41,0.31,18
I11.4,1778.72,1779.51,0.34,31
I38.1,1779.85,1780.25,0.6,23
I11.4,1780.85,1781.74,5.59,19
I37.1,1787.33,1787.79,0.64,16
I38.1,1788.43,1788.79,0.48,20
I11.4,1789.27,1790.12,223.95,22
I38.1,2014.07,2014.53,0.44,21
I11.4,2014.97,2015.87,0.69,35
I69,2016.56,2017.6,127.59,25
I38.1,2145.19,2145.65,0.41,25
I11.4,2146.06,2146.92,0.07,37
I38.1,2146.99,2147.38,0.2,NA
I69,2147.58,2148.43,-0.46,18
I11.4,2147.97,2148.97,18.95,29
I37.1,2167.92,2168.76,0.51,24
I11.4,2169.27,2170.09,7.71,12
I11.4,2177.8,2178.82,0.5,28
I69,2179.32,2180.65,14.94,20
I38.1,2195.59,2196.03,0.46,15
I11.4,2196.49,2197.31,37.59,28
I53.1,2234.9,2235.66,0.92,20
I42.1,2236.58,2238.06,1.79,12
I53.1,2239.85,2240.54,53.33,17
I42.1,2293.87,2295.62,45.45,14
I53.1,2341.07,2341.8,9.06,13
I37.1,2350.86,2351.53,1.99,17
I37.1,2353.52,2354.23,23.03,18
I38.1,2377.26,2377.63,0.35,31
I39,2377.98,2378.52,0.38,23
I69,2378.9,2380.3,3.25,30
I38.1,2383.55,2384.08,0.62,NA
I11.4,2384.7,2385.44,22.06,22
I11.4,2407.5,2408.47,0.52,30
I69,2408.99,2410.16,6.11,19
I37.1,2416.27,2417.11,27.57,20
I38.1,2444.68,2445.2,15.57,16
I38.1,2460.77,2461.31,0.28,28
I11.4,2461.59,2462.56,0.28,34
I69,2462.84,2463.82,5.81,25
I11.4,2469.63,2470.55,18.34,29
I38.1,2488.89,2489.42,1.01,28
I69,2490.43,2491.5,7.14,31
I69,2498.64,2499.61,23.22,29
I38.1,2522.83,2523.5,0.27,35
I11.4,2523.77,2524.65,0.17,40
I69,2524.82,2526.05,24.26,27
I11.4,2550.31,2551.1,0.18,27
I69,2551.28,2552.3,123.75,20
I37.1,2676.05,2676.8,65.44,29
I37.1,2742.24,2742.96,496.19,30
I11.4,3240.07,3240.88,-0.09,29
I38.1,3240.79,3241.12,0.46,19
I69,3241.58,3242.47,-0.67,21
I11.4,3241.8,3242.7,0.82,30
I69,3243.52,3244.77,3.73,26
I11.4,3249.67,3250.69,3.74,26
I38.1,3254.43,3254.88,8.02,16
I38.1,3262.9,3263.41,0.67,16
I11.4,3264.08,3264.99,-0.39,21
I38.1,3264.6,3264.81,0.1,NA
I38.1,3264.91,3265.23,0.31,20
I11.4,3265.54,3266.33,-0.61,14
I11.4,3265.72,3266.42,3.61,22
I11.4,3270.03,3270.9,7.44,26
I11.4,3278.89,3279.87,-0.57,13
I11.4,3279.3,3280.27,6.48,23
I11.4,3286.75,3287.61,5.45,17
I38.1,3293.06,3293.42,0.05,18
I38.1,3293.47,3293.73,0.07,NA
I39,3293.8,3294.33,0.05,NA
I62.1,3294.38,3295.18,-0.17,NA
I69,3295.01,3295.78,0.22,NA
I69,3296,3296.86,4.5,21
I38.1,3301.36,3301.72,0.51,20
I11.4,3302.23,3302.91,1.07,23
I38.1,3303.98,3304.37,0.45,17
I11.4,3304.82,3305.58,5.47,20
I38.1,3311.05,3311.39,0.66,18
I11.4,3312.05,3313.02,3.04,13
I37.1,3316.06,3316.72,3.97,27
I37.1,3320.69,3321.45,9.31,16
I38.1,3330.76,3331.24,0.42,16
I11.4,3331.66,3332.52,0.65,29
I69,3333.17,3334.2,-0.89,15
I38.1,3333.31,3333.51,0.94,14
I11.4,3334.45,3335.49,9.65,29
I38.1,3345.14,3345.64,0.49,12
I11.4,3346.13,3347.09,0.38,26
I69,3347.47,3348.97,0.27,24
I38.1,3349.24,3349.52,0.56,18
I11.4,3350.08,3351.07,9.18,29
I11.4,3360.25,3361.14,7.91,22
I11.4,3369.98,3370.91,8.99,23
I37.1,3379.9,3380.53,2.3,19
I38.1,3382.83,3383.23,0.51,24
I11.4,3383.74,3384.79,0.57,29
I69,3385.36,3387.26,26.59,30
I38.1,3413.85,3414.48,0.36,18
I11.3,3414.84,3415.86,1.46,21
I38.1,3417.32,3417.89,0.48,11
I11.4,3418.37,3419.45,0.37,17
I69,3419.82,3421.55,4.51,25
I37.1,3426.06,3426.91,1.27,23
I37.1,3428.18,3429.1,11.65,19
I38.1,3440.75,3441.2,0.51,26
I11.4,3441.71,3442.75,0.51,35
I69,3443.26,3444.63,10.3,31
I37.1,3454.93,3455.71,6.92,14
I38.1,3462.63,3463.09,0.48,25
I11.4,3463.57,3464.52,0.44,37
I69,3464.96,3466.49,0.6,31
I38.1,3467.09,3467.54,0.5,23
I11.4,3468.04,3469.09,0.37,35
I69,3469.46,3470.88,288.3,31
I37.1,3759.18,3759.83,1650.87,18
I37.1,1486.7,1487.53,135.98,16
I37.1,1623.51,1624.4,1.12,19
I37.1,1625.52,1626.31,185.26,25
I37.1,1811.57,1812.51,12.79,25
I37.1,1825.3,1826.06,57.61,17
I37.1,1883.67,1884.61,9.67,14
I37.1,1894.28,1894.97,54.86,13
I37.1,1949.83,1950.79,12.68,10
I37.1,1963.47,1964.37,16.51,16
I37.1,1980.88,1981.71,5.01,14
I37.1,1986.72,1987.66,14.67,23
I37.1,2002.33,2003.01,6985.09,12
I37.1,1067.1,1067.98,3.67,28
I37.1,1071.65,1072.31,2.08,17
I37.1,1074.39,1075.15,1.39,23
I37.1,1076.54,1077.22,-0.17,23
I37.1,1077.05,1077.76,2.2,15
I37.1,1079.96,1080.84,0.18,26
I37.1,1081.02,1081.73,-0.35,22
I37.1,1081.38,1081.98,1.38,19
I37.1,1083.36,1084.12,0.58,24
I37.1,1084.7,1085.36,3.99,18
I37.1,1089.35,1090.19,0.65,25
I37.1,1090.84,1091.71,0.6,24
I37.1,1092.31,1092.95,2.32,31
I37.1,1095.27,1096.11,2.21,21
I37.1,1098.32,1099.07,8.15,24
I37.1,1107.22,1107.98,3.7,26
I38.1,1111.68,1112.03,0.34,16
I39,1112.37,1113.03,1.21,21
I38.1,1114.24,1114.7,0.09,22
I39,1114.79,1115.5,11.19,11
I38.1,1126.69,1127.1,0.4,28
I39,1127.5,1128.27,3.52,37
I38.1,1131.79,1132.26,0.36,18
I39,1132.62,1133.35,4.44,19
I38.1,1137.79,1138.22,0.42,29
I39,1138.64,1139.28,0.1,37
I39,1139.38,1139.91,18.65,22
I11.4,1158.56,1159.32,15.3,27
I11.4,1174.62,1175.48,11.82,23
I11.4,1187.3,1188.11,10.08,15
I11.4,1198.19,1198.99,4.03,21
I11.4,1203.02,1203.89,14.96,23
I11.4,1218.85,1219.68,32.35,22
I37.1,1252.03,1252.77,NA,18
I62.1,2680.81,2682.02,5.51,12
I62.1,2687.53,2688.69,60.28,19
I62.1,2748.97,2750.38,272.69,12
I62.1,224.07,225.35,0.19,16
I62.1,225.54,226.64,717.72,15
I38.2,944.36,944.75,0.15,26
I77,944.9,946.13,0.31,10
I69,946.44,947.45,42.74,23
I38.2,990.19,990.57,0.07,24
I77,990.64,991.89,388.62,14
I38.2,1380.51,1380.86,0.19,22
I77,1381.05,1382.38,0.26,11
I69,1382.64,1383.75,18.1,24
I38.2,1401.85,1402.14,0.2,23
I77,1402.34,1403.53,0.28,11
I69,1403.81,1405.15,163.59,23
I36,1568.74,1571.02,140.79,26
I11.4,1711.81,1712.82,221.51,20
I11.4,1934.33,1936.32,0.21,15
I69,2063.68,2068.14,118.65,18
I38.2,2186.79,2187.15,0.18,17
I69,2188.84,2189.66,69.24,18
I38.2,2258.9,2259.18,0.22,27
I77,2259.4,2260.46,8.47,NA
I38.2,2268.93,2269.27,0.07,33
I77,2269.34,2270.36,0.2,15
I69,2270.56,2272.75,138.7,24
I62.1,2411.45,2412.48,1.74,17
I38.2,2414.22,2414.58,0.28,19
I77,2414.86,2415.92,41.07,22
I36,2456.99,2459.52,56.55,14
I38.2,2516.07,2516.47,0.18,19
I77,2516.65,2517.64,0.2,13
I69,2517.84,2519.76,254.04,27
I36,2773.8,2777.23,51.58,17
I36,29.81,33.28,165.06,15
I38.2,198.34,198.71,0.17,27
I77,198.88,200.02,47.33,14
I36,247.35,250.69,121.29,20
I38.2,371.98,372.34,0.2,30
I77,372.54,373.71,0.22,14
I69,373.93,375.81,51.46,22
I38.2,427.27,427.64,0.21,23
I77,427.85,428.73,0.3,11
I69,429.03,430.99,165.18,21
I36,596.17,598.91,248.91,16
I36,847.82,850.93,142.65,26
I69,993.58,994.94,28.8,15
I38.2,1023.74,1024.04,0.19,24
I77,1024.23,1025.37,0.24,11
I69,1025.61,1026.43,121.63,18
I36,1148.06,1150.84,182.22,21
I62.1,1333.06,1334.27,0.67,16
I62.1,1334.94,1336.46,0.64,13
I62.1,1337.1,1338.08,102.09,19
I38.2,1440.17,1440.47,0.22,22
I38.2,1481.56,1481.89,0.27,19
I77,1482.16,1483.72,36.96,10
I38.2,1520.68,1521.08,0.18,18
I77,1521.26,1522.36,0.25,14
I69,1522.61,1524.39,16.66,22
I36,1541.05,1542.85,49,NA
I36,1591.85,1595.16,269.74,12
I36,1864.9,1867.69,195.49,18
I38.2,2063.18,2063.5,0.21,29
I77,2063.71,2064.97,0.27,10
I69,2065.24,2066.32,118.23,25
I69,2184.55,2187.78,775.11,12
I78,163.89,164.74,3.19,22
I62.1,184.38,185.9,571.6,10
I62.1,757.5,758.92,0.67,13
I62.1,759.59,760.92,2.37,16
I78,763.29,764.07,5,21
I78,769.07,769.79,2.18,22
I62.1,771.97,773.43,7.28,13
I62.1,780.71,781.8,3.7,16
I78,785.5,786.13,6.3,20
I62.1,794.58,795.83,1.42,10
I78,797.25,797.92,1.95,20
I62.1,802.24,803.97,4.62,10
I78,808.59,809.28,9.6,20
I62.1,818.88,820.41,0.64,12
I78,821.05,821.74,2.47,21
I78,824.21,824.93,3.77,20
I62.1,828.7,830.67,3.04,16
I62.1,833.71,834.26,8.13,18
I62.1,842.39,843.78,8.66,20
I78,852.44,853.07,1.96,22
I38.2,855.03,855.4,0.23,26
I78,859.92,860.66,2.39,22
I38.2,863.05,863.44,0.17,24
I77,863.61,865.09,1.17,11
I69,866.26,867.16,10.88,27
I78,878.04,878.79,4,19
I78,882.79,883.51,1.99,18
