Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Freq (Hz)	Peak Freq (Hz)	Delta Time (s)	UNIT
295	Spectrogram 1	1	1310.962667416	1315.762028197	67.7	7154.3	7086.6	4.799	187.5	A1
296	Spectrogram 1	1	1316.099281011	1318.881616721	0.0	7320.6	7320.6	2.782	796.9	B
297	Spectrogram 1	1	1320.989446805	1326.132552209	86.6	6987.9	6901.3	5.143	164.1	A1
298	Spectrogram 1	1	1326.638431429	1329.336453936	0.0	6904.7	6904.7	2.698	773.4	B
299	Spectrogram 1	1	1331.191344410	1335.937868921	105.5	7320.6	7215.1	4.747	164.1	A1
300	Spectrogram 1	1	1336.418763018	1338.948159118	0.0	7570.2	7570.2	2.529	3492.2	B
301	Spectrogram 1	1	1341.140302405	1345.069897111	105.5	7570.2	7464.7	3.930	234.4	A1
302	Spectrogram 1	1	1345.777528589	1347.885358673	0.0	7403.8	7403.8	2.108	2414.1	B
303	Spectrogram 1	1	1350.836320790	1353.874770880	86.6	7736.6	7650.0	3.038	210.9	A1
304	Spectrogram 1	1	1354.799041348	1356.991184635	0.0	7903.0	7903.0	2.192	3210.9	B
305	Spectrogram 1	1	1359.942146752	1363.017512620	105.5	7403.8	7298.3	3.075	210.9	A1
306	Spectrogram 1	1	1364.326433326	1366.434263410	0.0	7487.0	7487.0	2.108	23.4	B
307	Spectrogram 1	1	1368.542093493	1373.506508854	105.5	7653.4	7547.9	4.964	234.4	A1
308	Spectrogram 1	1	1373.600885694	1376.045968591	0.0	7570.2	7570.2	2.445	703.1	B
309	Spectrogram 1	1	1377.985172268	1382.528512607	124.5	7273.1	7148.6	4.543	210.9	A1
310	Spectrogram 1	1	1383.128277673	1385.404734163	0.0	7359.7	7359.7	2.276	23.4	B
311	Spectrogram 1	1	1387.428251043	1392.539463915	86.6	7273.1	7186.5	5.111	187.5	A1
312	Spectrogram 1	1	1392.824296058	1395.522318565	0.0	7359.7	7359.7	2.698	3375.0	B
313	Spectrogram 1	1	1397.124269429	1402.802023251	67.7	7099.9	7032.2	5.678	820.3	A1
314	Spectrogram 1	1	1403.869325696	1405.471276560	0.0	7359.7	7359.7	1.602	796.9	B
315	Spectrogram 1	1	1408.139902656	1413.547743169	86.6	7524.7	7438.1	5.408	164.1	A1
316	Spectrogram 1	1	1413.744035812	1416.844194580	0.0	7604.7	7604.7	3.100	23.4	B
317	Spectrogram 1	1	1417.975167517	1422.986847782	67.7	7684.8	7617.1	5.012	70.3	A1
318	Spectrogram 1	1	1423.698537549	1426.440985689	0.0	7844.9	7844.9	2.742	23.4	B
319	Spectrogram 1	1	1427.871828197	1432.999071459	67.7	8005.0	7937.3	5.127	140.6	A1
320	Spectrogram 1	1	1432.760540099	1436.337646369	0.0	8405.2	8405.2	3.577	23.4	B
321	Spectrogram 1	1	1437.291541374	1441.062092459	86.6	7924.9	7838.3	3.771	843.8	A1
322	Spectrogram 1	1	1441.345595147	1443.372622033	0.0	7764.8	7764.8	2.027	23.4	B
323	Spectrogram 1	1	1444.207280163	1444.922701417	0.0	5923.7	5923.7	0.715	23.4	D2
324	Spectrogram 1	1	1445.638122670	1448.499807686	0.0	8005.0	8005.0	2.862	23.4	S
325	Spectrogram 1	1	1448.680880369	1449.355385996	0.0	6484.0	6484.0	0.675	23.4	D2
326	Spectrogram 1	1	1449.861265216	1453.107323545	0.0	8005.0	8005.0	3.246	23.4	S
327	Spectrogram 1	1	1453.866142375	1454.962214018	0.0	5523.4	5523.4	1.096	257.8	D2
328	Spectrogram 1	1	1455.654020226	1458.277231491	0.0	8085.0	8085.0	2.623	23.4	S
329	Spectrogram 1	1	1460.231789228	1461.412174074	0.0	8245.1	8245.1	1.180	445.3	D2
330	Spectrogram 1	1	1462.033193074	1463.881364647	0.0	8405.2	8405.2	1.848	23.4	S
331	Spectrogram 1	1	1464.000601523	1464.954496528	0.0	7284.5	7284.5	0.954	23.4	D2
332	Spectrogram 1	1	1465.312207155	1468.293129046	0.0	7924.9	7924.9	2.981	23.4	S
333	Spectrogram 1	1	1470.558629684	1471.333669376	0.0	7044.4	7044.4	0.775	23.4	D2
334	Spectrogram 1	1	1472.347182819	1474.493446581	0.0	8085.0	8085.0	2.146	23.4	S
335	Spectrogram 1	1	1474.612683456	1475.447341586	0.0	7844.9	7844.9	0.835	23.4	D2
336	Spectrogram 1	1	1476.281999716	1479.561013796	0.0	8165.1	8165.1	3.279	23.4	S
337	Spectrogram 1	1	1481.886132872	1482.840027877	0.0	7524.7	7524.7	0.954	445.3	D2
338	Spectrogram 1	1	1483.615067569	1485.701712893	0.0	8325.2	8325.2	2.087	46.9	S
339	Spectrogram 1	1	1485.999805082	1486.655607898	0.0	6323.9	6323.9	0.656	23.4	D2
340	Spectrogram 1	1	1487.728739779	1490.292332606	0.0	8405.2	8405.2	2.564	46.9	S
341	Spectrogram 1	1	1492.498214806	1493.034780746	0.0	6234.1	6234.1	0.537	23.4	D2
342	Spectrogram 1	1	1493.630965125	1495.538755135	0.0	8225.5	8225.5	1.908	23.4	S
343	Spectrogram 1	1	1495.657992011	1497.088834519	0.0	6840.2	6840.2	1.431	375.0	D2
344	Spectrogram 1	1	1497.923492648	1500.367848600	0.0	8225.5	8225.5	2.444	23.4	S
345	Spectrogram 1	1	1502.454493924	1503.468007367	0.0	7099.9	7099.9	1.014	164.1	D2
346	Spectrogram 1	1	1504.123810183	1506.329692383	0.0	8052.4	8052.4	2.206	23.4	S
347	Spectrogram 1	1	1506.687403010	1507.164350512	0.0	7099.9	7099.9	0.477	281.2	D2
348	Spectrogram 1	1	1507.462442701	1510.324127717	0.0	8225.5	8225.5	2.862	23.4	F
349	Spectrogram 1	1	1510.443364593	1511.337641160	0.0	6493.8	6493.8	0.894	281.2	D2
350	Spectrogram 1	1	1512.112680852	1514.258944614	0.0	8052.4	8052.4	2.146	23.4	F
351	Spectrogram 1	1	1516.345589938	1517.299484944	0.0	5541.4	5541.4	0.954	23.4	D2
352	Spectrogram 1	1	1517.716814008	1519.803459333	0.0	7879.2	7879.2	2.087	890.6	F
353	Spectrogram 1	1	1520.101551522	1520.876591213	0.0	6580.4	6580.4	0.775	23.4	D2
354	Spectrogram 1	1	1520.995828089	1523.142091851	0.0	8312.1	8312.1	2.146	23.4	F
355	Spectrogram 1	1	1525.705684678	1526.480724370	0.0	6407.3	6407.3	0.775	328.1	D2
356	Spectrogram 1	1	1527.196145624	1529.878975326	86.6	8571.9	8485.3	2.683	562.5	F
357	Spectrogram 1	1	1532.621423466	1533.396463158	0.0	6926.8	6926.8	0.775	609.4	D2
358	Spectrogram 1	1	1534.231121288	1535.900437547	0.0	8052.4	8052.4	1.669	585.9	F
359	Spectrogram 1	1	1536.317766612	1537.212043179	0.0	6147.5	6147.5	0.894	375.0	D2
360	Spectrogram 1	1	1538.285175060	1540.908386325	0.0	8312.1	8312.1	2.623	1078.1	F
361	Spectrogram 1	1	1543.412360714	1543.829689779	0.0	7359.7	7359.7	0.417	539.1	D2
362	Spectrogram 1	1	1544.604729470	1547.645269800	0.0	8398.7	8398.7	3.041	23.4	F
363	Spectrogram 1	1	1550.447336378	1551.341612945	0.0	6840.2	6840.2	0.894	609.4	D2
364	Spectrogram 1	1	1552.116652637	1553.666732021	0.0	8312.1	8312.1	1.550	632.8	F
365	Spectrogram 1	1	1554.441771712	1556.528417037	0.0	8052.4	8052.4	2.087	632.8	F
366	Spectrogram 1	1	1557.561604762	1566.331677651	133.2	8052.4	7919.2	8.770	632.8	G
367	Spectrogram 1	1	1568.468445927	1576.168719893	186.4	7965.8	7779.4	7.700	562.5	G
368	Spectrogram 1	1	1582.623211265	1586.617646599	0.0	7518.6	7518.6	3.994	23.4	R
369	Spectrogram 1	1	1587.690778480	1589.837042242	0.0	7089.0	7089.0	2.146	23.4	5
370	Spectrogram 1	1	1592.877582572	1595.858504463	0.0	8270.5	8270.5	2.981	23.4	R
371	Spectrogram 1	1	1597.170110095	1599.077900106	107.4	6981.6	6874.2	1.908	492.2	5
372	Spectrogram 1	1	1602.548174391	1605.457072954	0.0	8055.6	8055.6	2.909	23.4	R
373	Spectrogram 1	1	1606.410967959	1608.497613283	0.0	6659.3	6659.3	2.087	23.4	5
374	Spectrogram 1	1	1611.180442986	1614.578693942	133.2	7303.8	7170.6	3.398	328.1	R
375	Spectrogram 1	1	1615.472970510	1617.559615834	0.0	7089.0	7089.0	2.087	23.4	5
376	Spectrogram 1	1	1620.659774601	1623.104130552	0.0	7411.2	7411.2	2.444	23.4	R
377	Spectrogram 1	1	1624.296499309	1626.144670881	0.0	6337.1	6337.1	1.848	23.4	5
378	Spectrogram 1	1	1629.423684962	1631.510330286	0.0	7733.4	7733.4	2.087	23.4	R
379	Spectrogram 1	1	1632.106514664	1634.729725929	0.0	6551.9	6551.9	2.623	23.4	5
380	Spectrogram 1	1	1637.114463442	1638.664542826	0.0	6014.9	6014.9	1.550	46.9	O
381	Spectrogram 1	1	1639.081871891	1640.035766896	0.0	5692.7	5692.7	0.954	23.4	O
382	Spectrogram 1	1	1639.976148458	1642.539741285	0.0	6337.1	6337.1	2.564	351.6	5
383	Spectrogram 1	1	1645.341807863	1646.474558182	0.0	6229.7	6229.7	1.133	23.4	O
384	Spectrogram 1	1	1647.070742560	1648.263111317	0.0	6551.9	6551.9	1.192	23.4	O
385	Spectrogram 1	1	1648.620821944	1651.542125397	0.0	5907.5	5907.5	2.921	328.1	5
386	Spectrogram 1	1	1652.197928214	1653.092204781	0.0	7518.6	7518.6	0.894	23.4	K
387	Spectrogram 1	1	1655.298086981	1656.132745110	0.0	5579.4	5579.4	0.835	23.4	O
388	Spectrogram 1	1	1656.550074175	1657.742442932	0.0	5811.8	5811.8	1.192	210.9	O
389	Spectrogram 1	1	1658.636719499	1660.902220137	0.0	5811.8	5811.8	2.266	23.4	5
390	Spectrogram 1	1	1661.021457013	1661.975352018	0.0	7322.9	7322.9	0.954	23.4	K
391	Spectrogram 1	1	1665.671695163	1667.400629861	0.0	6509.3	6509.3	1.729	23.4	O
392	Spectrogram 1	1	1668.771853931	1671.514302071	0.0	6625.5	6625.5	2.742	23.4	5
393	Spectrogram 1	1	1671.812394260	1672.766289265	0.0	8020.3	8020.3	0.954	23.4	K
394	Spectrogram 1	1	1675.031789903	1676.343395535	0.0	6625.5	6625.5	1.312	23.4	O
395	Spectrogram 1	1	1677.535764292	1678.757679848	105.5	5463.1	5357.6	1.222	585.9	A1
396	Spectrogram 1	1	1678.728133048	1680.457067746	0.0	6160.5	6160.5	1.729	375.0	5
397	Spectrogram 1	1	1681.112870562	1682.186002443	0.0	7671.6	7671.6	1.073	23.4	K
398	Spectrogram 1	1	1684.809213707	1686.895859031	0.0	5230.7	5230.7	2.087	23.4	O
399	Spectrogram 1	1	1687.372806534	1688.386319977	0.0	5230.7	5230.7	1.014	23.4	O
400	Spectrogram 1	1	1688.684412166	1690.532583739	0.0	6393.0	6393.0	1.848	398.4	5
401	Spectrogram 1	1	1690.711439053	1692.023044685	0.0	7090.4	7090.4	1.312	23.4	K
402	Spectrogram 1	1	1694.765492825	1696.017480020	0.0	6160.5	6160.5	1.252	23.4	O
403	Spectrogram 1	1	1697.627177841	1699.713823165	0.0	5463.1	5463.1	2.087	468.8	5
404	Spectrogram 1	1	1699.952296916	1700.846573484	0.0	7439.2	7439.2	0.894	23.4	K
405	Spectrogram 1	1	1703.469784748	1704.960245694	0.0	5811.8	5811.8	1.490	23.4	O
406	Spectrogram 1	1	1706.987272580	1708.954681029	0.0	5928.1	5928.1	1.967	23.4	5
407	Spectrogram 1	1	1709.133536342	1710.802852602	0.0	7439.2	7439.2	1.669	23.4	K
408	Spectrogram 1	1	1712.472168861	1713.879805323	105.5	5463.1	5357.6	1.408	234.4	A1
409	Spectrogram 1	1	1714.022248245	1715.095380126	0.0	6044.3	6044.3	1.073	23.4	O
410	Spectrogram 1	1	1715.870419817	1718.493631082	0.0	6160.5	6160.5	2.623	23.4	5
411	Spectrogram 1	1	1719.030197022	1720.520657968	0.0	7090.4	7090.4	1.490	23.4	K
412	Spectrogram 1	1	1723.561198298	1724.988094068	0.0	5695.6	5695.6	1.427	23.4	O
413	Spectrogram 1	1	1726.422883313	1728.211436448	0.0	5811.8	5811.8	1.789	23.4	5
414	Spectrogram 1	1	1728.807620827	1730.178844897	0.0	6858.0	6858.0	1.371	23.4	K
415	Spectrogram 1	1	1732.958395419	1735.164277618	0.0	6246.1	6246.1	2.206	23.4	O
416	Spectrogram 1	1	1736.535501688	1738.324054823	0.0	6481.8	6481.8	1.789	23.4	5
417	Spectrogram 1	1	1738.860620764	1739.576042018	0.0	7555.4	7555.4	0.715	23.4	K
418	Spectrogram 1	1	1742.497345472	1745.359030487	0.0	7306.8	7306.8	2.862	23.4	O
419	Spectrogram 1	1	1746.611017682	1748.518807693	0.0	7306.8	7306.8	1.908	23.4	5
420	Spectrogram 1	1	1748.816899882	1750.128505514	0.0	8252.8	8252.8	1.312	23.4	K
421	Spectrogram 1	1	1752.870953654	1755.017217416	0.0	7071.1	7071.1	2.146	23.4	O
422	Spectrogram 1	1	1756.269204611	1758.773178999	0.0	7424.6	7424.6	2.504	23.4	5
423	Spectrogram 1	1	1758.952034313	1760.382876821	0.0	8252.8	8252.8	1.431	23.4	K
424	Spectrogram 1	1	1762.444669039	1764.138838404	105.5	6481.8	6376.3	1.694	257.8	A1
425	Spectrogram 1	1	1764.351759263	1766.523575918	124.5	7188.9	7064.4	2.172	257.8	A1
426	Spectrogram 1	1	1768.133273739	1769.742971560	0.0	8136.6	8136.6	1.610	23.4	B
427	Spectrogram 1	1	1772.366182825	1778.010547333	124.5	6599.7	6475.2	5.644	281.2	A1
428	Spectrogram 1	1	1778.973727479	1781.239228117	0.0	6481.8	6481.8	2.266	23.4	B
429	Spectrogram 1	1	1783.385491879	1787.986096199	124.5	6481.8	6357.3	4.601	234.4	A1
430	Spectrogram 1	1	1788.631914408	1790.658941294	0.0	6835.4	6835.4	2.027	23.4	B
431	Spectrogram 1	1	1793.043678807	1798.509188002	124.5	6717.5	6593.0	5.466	210.9	A1
