GhSelection	View	Channel	Begin File	Begin Clock Time	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Category	Comment
1	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	340.5066	340.5066301	356.7727701	78	1715.8	16.2661	1637.8	Bh13	
2	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	359.0246	359.024553	372.1987822	105.3	1657.3	13.1742	1552	Bh13	
3	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	374.4841	374.4841077	388.0952373	46.8	1665.1	13.6111	1618.3	Bc13	
4	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	389.1675	389.167454	399.9891422	78	1630	10.8217	1552	Bc12	
5	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	402.5097	402.5097218	414.5748959	81.9	1676.8	12.0652	1594.9	Bc13	
6	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	417.4873	417.4873478	433.5518415	46.8	1711.9	16.0645	1665.1	Bh14	
7	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	435.6691	435.6691283	448.6081034	66.3	1708	12.939	1641.7	Bc13	
8	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	450.7812	450.7811854	463.3168677	54.6	1739.2	12.5357	1684.6	Bc13	
9	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	465.4342	465.4341545	480.6920628	39	1766.5	15.2579	1727.5	Bj132	
10	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	481.9159	481.9159387	490.4186937	113.1	1770.4	8.5028	1657.3	Bb13	
11	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	492.2671	492.2671187	501.5764592	23.4	1754.8	9.3093	1731.4	Bb14	
12	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	504.0634	504.063431	513.7088488	19.5	1715.8	9.6454	1696.3	Bb14	
13	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	516.1053	516.1052918	525.6162787	74.1	1750.9	9.511	1676.8	Bb14	
14	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	527.3975	527.3974882	535.9674587	89.7	1786	8.57	1696.3	Bb13	
15	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	538.4413	538.4413463	546.5072009	39	1758.7	8.0659	1719.7	Bb13	
16	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	552.7709	552.7709364	565.2057956	42.9	1735.3	12.4349	1692.4	Bh13	
17	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	567.6928	567.6927674	580.2284497	0	1739.2	12.5357	1739.2	Bh12	
18	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	582.2142	582.2142257	596.8335871	58.5	1817.2	14.6194	1758.7	Bh13	
19	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	599.089	599.0890406	613.5403634	62.4	1789.9	14.4513	1727.5	Bh13	
20	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	615.456	615.4560039	630.0753653	46.8	1809.4	14.6194	1762.6	Bh13	
21	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	631.6123	631.6123477	646.130886	42.9	1938	14.5185	1895.1	Bh13	
22	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	647.5777	647.577682	661.760143	70.2	1973.1	14.1825	1902.9	Bc13	
23	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	664.3479	664.347938	676.5811508	78	1965.3	12.2332	1887.3	Bc12	
24	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	845.0808	845.0807573	849.8194469	105.3	1953.6	4.7387	1848.3	Gd12	
25	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	850.0883	850.0883087	856.9778928	50.7	1895.2	6.8896	1844.5	Gd12	
26	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	857.2468	857.2467546	860.7083505	70.2	1875.7	3.4616	1805.5	Gd12	
27	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	862.3789	862.3789481	867.9242231	54.6	1949.7	5.5453	1895.1	Gd11	
28	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	868.798	868.798024	874.3096913	97.5	1969.2	5.5117	1871.7	Gd12	
29	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	874.9146	874.9146304	881.0648445	46.8	1984.8	6.1502	1938	Gd11	
30	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	881.8378	881.8378222	886.5092964	0	2023.8	4.6715	2023.8	Gd12	
31	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	886.795	886.7950106	893.2476943	74.1	2016	6.4527	1941.9	Gd12	
32	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	893.7182	893.7182025	898.4904998	74.1	2039.4	4.7723	1965.3	Gd12	
33	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	898.8938	898.8937925	904.0021671	62.4	2051.1	5.1084	1988.7	Gd12	
34	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	905.9178	905.9178075	912.7737839	97.5	2027.7	6.856	1930.2	Gd12	
35	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	913.9739	913.9738731	918.6117395	124.8	1941.9	4.6379	1817.1	Gd12	
36	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	926.2628	926.2628484	956.3417645	105.3	1984.8	30.0789	1879.5	Gd31	
37	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	957.4472	957.4471813	960.4046613	46.8	1949.7	2.9575	1902.9	Gd11	
38	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	961.0432	961.0432081	967.4958918	78	1867.9	6.4527	1789.9	Gd12	
39	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	968.3025	968.3024772	973.14199	50.7	1856.2	4.8395	1805.5	Gd12	
40	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	974.6879	974.6879454	980.2668282	81.9	1860.1	5.5789	1778.2	Gd13	
41	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	981.0017	981.0017115	990.7815602	62.4	1906.8	9.7798	1844.4	Gd22	
42	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	991.6554	991.6553611	997.4694979	93.6	1891.3	5.8141	1797.7	Gd11	
43	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	998.3929	998.3929434	1002.627517	66.3	1895.2	4.2346	1828.9	Gd11	
44	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	1009.8196	1009.819571	1017.045232	124.8	1871.8	7.2257	1747	Gd12	
45	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	1018.0137	1018.013738	1022.886859	85.8	1887.4	4.8731	1801.6	Gd12	
46	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	1023.4582	1023.45819	1028.129664	78	1856.2	4.6715	1778.2	Gd12	
47	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	1029.0035	1029.003465	1035.456149	74.1	1875.7	6.4527	1801.6	Gd11	
48	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	1036.9001	1036.90009	1042.647011	113.1	1860.1	5.7469	1747	Gd12	
49	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	1043.7897	1043.789674	1055.754025	74.1	1860.1	11.9644	1786	Gd13	
50	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	1059.2292	1059.229178	1072.638661	113.1	1735.3	13.4095	1622.2	Bh13	
51	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	1075.5625	1075.562534	1089.576956	70.2	1797.7	14.0144	1727.5	Bh13	
52	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	1092.0652	1092.065174	1109.978093	74.1	1852.3	17.9129	1778.2	Bi142	
53	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	1112.3549	1112.354861	1126.503714	50.7	1848.4	14.1489	1797.7	Bi123	
54	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	1128.2149	1128.214853	1142.464529	50.7	1856.2	14.2497	1805.5	Bi123	
55	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	1145.0048	1145.004817	1158.4143	31.2	1852.3	13.4095	1821.1	Bi122	
56	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	1160.9345	1160.934504	1172.09227	62.4	1848.4	11.1578	1786	Bc13	
57	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	1174.5456	1174.545634	1188.425625	27.3	1871.8	13.88	1844.5	Bc13	
58	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	1190.2524	1190.252368	1205.140591	42.9	1879.6	14.8882	1836.7	Bc14	
59	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	1207.6546	1207.654645	1222.206791	93.6	1891.3	14.5521	1797.7	Bc14	
60	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	1224.6151	1224.615094	1238.091793	46.8	1922.4	13.4767	1875.6	Bc13	
61	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	1240.28	1240.280031	1253.823945	42.9	1969.2	13.5439	1926.3	Bc13	
62	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	1257.3278	1257.327779	1271.174163	66.3	1906.8	13.8464	1840.5	Bc13	
63	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	1273.6481	1273.64805	1284.772208	58.5	1914.6	11.1242	1856.1	Bc12	
64	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	1287.3936	1287.393611	1300.433409	54.6	1879.6	13.0398	1825	Bc13	
65	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	1303.1667	1303.166745	1314.795019	66.3	1805.5	11.6283	1739.2	Bc12	
66	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	1317.2484	1317.248383	1329.179126	50.7	1801.6	11.9307	1750.9	Bc12	
67	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	1331.8932	1331.893194	1342.983744	81.9	1782.1	11.0906	1700.2	Bc12	
68	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	1345.5527	1345.552712	1357.785925	54.3	1826.6	12.2332	1772.3	Bc12	
69	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	1360.0053	1360.005291	1372.507366	81.4	1892.5	12.5021	1811.1	Bc12	
70	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	1375.0173	1375.017298	1387.250511	85.3	1846	12.2332	1760.7	Bc12	
71	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	1389.6367	1389.63666	1405.129822	50.4	1904.1	15.4932	1853.7	Bj132	
72	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	1407.1045	1407.104521	1417.086016	62	1958.4	9.9815	1896.4	Bb14	
73	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	1418.6656	1418.665579	1426.765041	73.7	1981.7	8.0995	1908	Bb13	
74	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	1428.0537	1428.053653	1436.892485	34.9	1977.8	8.8388	1942.9	Gh12	
75	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	1438.6065	1438.606479	1447.142842	73.7	1954.6	8.5364	1880.9	Gh11	
76	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	1448.304	1448.303989	1458.18466	77.6	1923.5	9.8807	1845.9	Gg3	
77	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	1460.2347	1460.234732	1474.31637	42.7	1966.2	14.0816	1923.5	Bc13	
78	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	1476.0706	1476.070562	1486.724212	54.3	1954.6	10.6536	1900.3	Bc12	
79	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	1495.5577	1495.557742	1559.090344	135.7	1803.3	63.5326	1667.6	?	
80	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	1566.1263	1566.126317	1578.762823	85.3	1807.2	12.6365	1721.9	Gh22	
81	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	1579.603	1579.603016	1594.054339	69.8	1741.3	14.4513	1671.5	Gh27	
82	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	1595.5778	1595.577796	1603.50922	108.6	1721.9	7.9314	1613.3	Gh14	
83	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	1608.1356	1608.135634	1619.495046	31	1725.8	11.3594	1694.8	Gh16	
84	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	1622.4189	1622.418918	1634.21523	89.2	1718	11.7963	1628.8	Gh25	
85	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	1635.9952	1635.995239	1643.52337	65.9	1997.2	7.5281	1931.3	?	
86	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	1644.1283	1644.128309	1649.740799	81.4	1954.6	5.6125	1873.2	Gd12	
87	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	1650.4466	1650.446562	1655.554936	77.6	1966.2	5.1084	1888.6	Gd12	
88	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	1657.1059	1657.105851	1663.961828	38.8	2024.4	6.856	1985.6	Gd11	
89	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	1664.4996	1664.499551	1668.566086	46.5	1977.8	4.0665	1931.3	Gd12	
90	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	1669.003	1669.002987	1675.75814	97	1966.2	6.7552	1869.2	Gd11	
91	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	1677.0016	1677.001626	1682.345254	116.3	1970.1	5.3436	1853.8	Gd12	
92	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	1683.122	1683.121968	1688.902497	54.3	1900.3	5.7805	1846	Gd11	
93	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	1689.7763	1689.776298	1694.783849	81.4	1900.3	5.0076	1818.9	Gd12	
94	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	1695.5568	1695.556827	1701.169318	77.6	1911.9	5.6125	1834.3	Gd12	
95	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	1702.6144	1702.61445	1716.763303	108.6	1904.1	14.1489	1795.5	Gg4	
96	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	1719.1221	1719.12206	1734.716045	34.9	1939	15.594	1904.1	Bh13	
97	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	1736.5309	1736.530862	1747.184512	104.7	1884.8	10.6536	1780.1	Bc12	
98	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	1748.8022	1748.802234	1760.430508	81.4	1985.6	11.6283	1904.2	Bc12	
99	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	1763.1191	1763.119126	1774.44493	77.6	1935.2	11.3258	1857.6	Bc12	
100	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	1776.9865	1776.986474	1792.378813	50.4	1985.6	15.3923	1935.2	Bc13	
101	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	1794.4625	1794.462492	1811.50161	58.2	1942.9	17.0391	1884.7	Bj124	
102	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	1813.2103	1813.210334	1822.519675	31	1942.9	9.3093	1911.9	Bb14	
103	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	1824.3345	1824.334492	1833.778263	54.3	1892.5	9.4438	1838.2	Bb15	
104	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	1835.425	1835.425042	1845.944261	54.3	1826.6	10.5192	1772.3	Bb15	
105	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	1847.6915	1847.69152	1855.959021	120.2	1826.6	8.2675	1706.4	Bb13	
106	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	1873.2498	1873.249805	1880.542681	89.2	1962.3	7.2929	1873.1	Gd12	
107	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	1881.1476	1881.14762	1886.894542	89.2	1954.6	5.7469	1865.4	Gd12	
108	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	1887.8753	1887.875349	1895.369872	15.5	2016.6	7.4945	2001.1	Gd12	
109	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	1895.9076	1895.907596	1901.049578	46.5	1993.3	5.142	1946.8	Gd12	
110	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	1901.4529	1901.452871	1905.788268	69.8	1989.5	4.3354	1919.7	Gd12	
111	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	1906.2588	1906.258776	1911.400758	46.5	1997.2	5.142	1950.7	Gd12	
112	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	1911.8786	1911.878631	1917.928021	100.8	2001.1	6.0494	1900.3	Gd11	
113	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	1919.0035	1919.003469	1923.809374	38.8	1974	4.8059	1935.2	Gd12	
114	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	1924.3135	1924.31349	1930.866997	23.3	2001.1	6.5535	1977.8	Gd12	
115	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	1931.629	1931.628962	1941.40881	100.8	1997.2	9.7798	1896.4	Gg3	
116	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	1943.8622	1943.862175	1958.582359	97	1954.6	14.7202	1857.6	Bh13	
117	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	1960.4989	1960.49888	1973.37064	73.7	1911.9	12.8718	1838.2	Bi122	
118	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	1975.4543	1975.454319	1984.562013	0	1803.3	9.1077	1803.3	Bb14	
119	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	1987.8536	1987.853564	1995.852203	65.9	1826.6	7.9986	1760.7	Bb14	
120	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	1998.2047	1998.204744	2011.210934	38.8	1849.9	13.0062	1811.1	Bb14	
121	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	2013.7324	2013.732395	2024.352436	89.2	1694.7	10.62	1605.5	Bb13	
122	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	2027.7132	2027.713209	2038.366859	97	1714.1	10.6536	1617.1	Bj131	
123	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	2041.6457	2041.6457	2053.005112	62	1892.5	11.3594	1830.5	Bc13	
124	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	2055.3577	2055.357653	2066.582634	23.3	1873.1	11.225	1849.8	Bc12	
125	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	2069.475	2069.475003	2082.582017	34.9	1954.6	13.107	1919.7	Bc12	
126	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	2084.5313	2084.531265	2095.9915	62	1977.8	11.4602	1915.8	Bc12	
127	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	2924.0422	2924.042178	2938.392678	27.1	2020.5	14.3505	1993.4	Bh13	
128	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	2939.8866	2939.886607	2952.724759	108.6	1981.7	12.8382	1873.1	Bc12	
129	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	2954.9495	2954.94946	2966.846595	73.7	1950.7	11.8971	1877	Bc12	
130	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	2969.482	2969.481963	2984.975125	58.2	1950.7	15.4932	1892.5	Bj133	
131	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	2986.2522	2986.252219	2997.040299	31	1989.5	10.7881	1958.5	Bb15	
132	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	2998.5998	2998.599801	3009.354273	62	1985.6	10.7545	1923.6	Bb15	
133	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	3011.9757	3011.975676	3022.293249	69.8	1942.9	10.3176	1873.1	Bb16	
134	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	3024.154	3024.154007	3033.496955	73.7	1958.4	9.3429	1884.7	Bb13	
135	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	3052.9678	3052.967755	3058.479422	89.2	2024.4	5.5117	1935.2	Gd11	
136	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	3059.3196	3059.319616	3065.537045	7.8	2005	6.2174	1997.2	Gd12	
137	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	3066.5117	3066.511669	3071.452005	62	1997.2	4.9403	1935.2	Gd12	
138	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	3071.9902	3071.990202	3076.359206	108.8	2016.4	4.369	1907.6	Gd12	
139	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	3077.3338	3077.333831	3083.147967	136	1997	5.8141	1861	Gd12	
140	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	3083.8537	3083.85373	3088.995712	155.4	1989.2	5.142	1833.8	Gd12	
141	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	3089.6007	3089.600651	3095.38118	81.6	2012.5	5.7805	1930.9	Gd11	
142	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	3096.7591	3096.759097	3102.069118	108.8	2051.4	5.31	1942.6	Gd12	
143	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	3103.2454	3103.245388	3107.883255	50.5	2008.6	4.6379	1958.1	Gd12	
144	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	3108.58	3108.580044	3112.78101	93.2	2000.9	4.201	1907.7	Gd12	
145	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	3114.1253	3114.125319	3118.897616	54.4	1993.1	4.7723	1938.7	Gd12	
146	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	3119.9058	3119.905848	3125.888024	101	1993.1	5.9822	1892.1	Gd12	
147	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	3126.6475	3126.647509	3132.596077	112.7	1989.2	5.9486	1876.5	Gd11	
148	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	3133.6715	3133.671524	3139.284015	27.2	2051.4	5.6125	2024.2	Gd12	
149	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	3139.7209	3139.720915	3145.904737	73.8	2035.8	6.1838	1962	Gd12	
150	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	3147.0446	3147.044577	3161.126215	46.6	1958.1	14.0816	1911.5	Bh13	
151	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	3163.3804	3163.380412	3177.932558	69.9	1934.8	14.5521	1864.9	Bh13	
152	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	3179.6646	3179.664596	3195.393013	38.9	1942.6	15.7284	1903.7	Bh14	
153	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	3197.9903	3197.990286	3211.433377	93.2	1907.6	13.4431	1814.4	Bh13	
154	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	3213.4162	3213.416233	3228.270848	97.1	1930.9	14.8546	1833.8	Bh13	
155	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	3230.2714	3230.271373	3242.067685	58.3	1962	11.7963	1903.7	Bc12	
156	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	3244.0375	3244.037457	3255.699338	66	1938.7	11.6619	1872.7	Bc12	
157	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	3258.249	3258.248996	3272.700319	66	1985.3	14.4513	1919.3	Bc13	
158	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	3274.5422	3274.542218	3287.850878	50.5	1989.2	13.3087	1938.7	Bc13	
159	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	3290.0334	3290.033373	3301.224747	50.5	2035.8	11.1914	1985.3	Bc13	
