Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Peak Freq (Hz)	UNIT
826	Spectrogram 1	1	1219.944154904	1221.448861273	229.3	1519.3	1.505	1290.0	609.4	Z
827	Spectrogram 1	1	1221.722444249	1221.890803003	57.3	1519.3	0.168	1462.0	328.1	19
828	Spectrogram 1	1	1221.964459958	1222.553715599	143.3	1548.0	0.589	1404.7	328.1	17
829	Spectrogram 1	1	1223.153493662	1223.300807572	86.0	1490.7	0.147	1404.7	234.4	19
830	Spectrogram 1	1	1223.321852416	1223.648047503	57.3	1490.7	0.326	1433.3	281.2	17
831	Spectrogram 1	1	1224.089989234	1224.237303144	57.3	1519.3	0.147	1462.0	328.1	19
832	Spectrogram 1	1	1224.321482521	1224.679244875	143.3	1490.7	0.358	1347.3	468.8	17
833	Spectrogram 1	1	1225.363202315	1225.742009512	143.3	1490.7	0.379	1347.3	281.2	17
834	Spectrogram 1	1	1226.404918906	1228.825076002	86.0	1548.0	2.420	1462.0	1546.9	Z
835	Spectrogram 1	1	1229.235450466	1230.098289083	86.0	1519.3	0.863	1433.3	281.2	17
836	Spectrogram 1	1	1234.033672082	1234.559793190	86.0	1462.0	0.526	1376.0	281.2	17
837	Spectrogram 1	1	1235.264795474	1237.032562397	114.7	1519.3	1.768	1404.7	703.1	Z
838	Spectrogram 1	1	1237.358751910	1237.790171218	172.0	1462.0	0.431	1290.0	281.2	Y
839	Spectrogram 1	1	1238.316292326	1238.463606236	86.0	1519.3	0.147	1433.3	328.1	19
840	Spectrogram 1	1	1238.537263191	1238.852935856	143.3	1490.7	0.316	1347.3	328.1	17
841	Spectrogram 1	1	1240.652270044	1240.799583955	172.0	1548.0	0.147	1376.0	468.8	19
842	Spectrogram 1	1	1240.894285754	1241.273092952	143.3	1548.0	0.379	1404.7	328.1	17
843	Spectrogram 1	1	1241.904438281	1243.903698491	143.3	1548.0	1.999	1404.7	796.9	Z
844	Spectrogram 1	1	1244.145710456	1244.640264297	114.7	1548.0	0.495	1433.3	328.1	Y
845	Spectrogram 1	1	1245.113773295	1245.292654471	86.0	1548.0	0.179	1462.0	421.9	19
846	Spectrogram 1	1	1245.355789004	1245.681984091	114.7	1519.3	0.326	1404.7	328.1	17
847	Spectrogram 1	1	1246.050264122	1246.365936787	200.7	1548.0	0.316	1347.3	1359.4	X
848	Spectrogram 1	1	1246.544817963	1246.986759694	172.0	1433.3	0.442	1261.3	609.4	X
849	Spectrogram 1	1	1247.197208137	1247.723329245	143.3	1433.3	0.526	1290.0	1031.2	X
850	Spectrogram 1	1	1247.839075888	1248.196838242	114.7	1490.7	0.358	1376.0	1359.4	X
851	Spectrogram 1	1	1248.575645439	1248.912362948	143.3	1519.3	0.337	1376.0	1125.0	X
852	Spectrogram 1	1	1249.217513191	1249.575275544	143.3	1519.3	0.358	1376.0	1031.2	X
853	Spectrogram 1	1	1249.848858520	1250.269755407	143.3	1548.0	0.421	1404.7	1125.0	X
854	Spectrogram 1	1	1252.142746550	1254.426112158	114.7	1490.7	2.283	1376.0	750.0	Z
855	Spectrogram 1	1	1254.920658881	1255.415212723	114.7	1462.0	0.495	1347.3	328.1	17
856	Spectrogram 1	1	1259.013881100	1259.403210720	143.3	1548.0	0.389	1404.7	328.1	17
857	Spectrogram 1	1	1260.560677157	1262.475757990	172.0	1519.3	1.915	1347.3	750.0	Z
858	Spectrogram 1	1	1262.812475499	1263.317551762	86.0	1433.3	0.505	1347.3	328.1	Y
859	Spectrogram 1	1	1263.801579464	1264.222476350	200.7	1490.7	0.421	1290.0	1171.9	X
860	Spectrogram 1	1	1264.348745416	1264.790687147	172.0	1548.0	0.442	1376.0	1078.1	X
861	Spectrogram 1	1	1265.074792545	1265.506211854	229.3	1519.3	0.431	1290.0	1359.4	X
862	Spectrogram 1	1	1265.621958497	1266.148079605	172.0	1548.0	0.526	1376.0	937.5	X
863	Spectrogram 1	1	1266.242781404	1266.653155869	143.3	1490.7	0.410	1347.3	1031.2	X
864	Spectrogram 1	1	1266.821514623	1267.368680575	114.7	1462.0	0.547	1347.3	1031.2	X
865	Spectrogram 1	1	1267.473904797	1267.968458638	200.7	1519.3	0.495	1318.7	1359.4	X
866	Spectrogram 1	1	1268.042115593	1268.610326390	143.3	1519.3	0.568	1376.0	1312.5	X
867	Spectrogram 1	1	1268.715550611	1269.283761408	172.0	1519.3	0.568	1347.3	1312.5	X
868	Spectrogram 1	1	1269.346895941	1269.820404938	114.7	1548.0	0.474	1433.3	1265.6	X
869	Spectrogram 1	1	1269.894061893	1270.493839956	143.3	1462.0	0.600	1318.7	1125.0	X
870	Spectrogram 1	1	1270.651670829	1271.083090137	114.7	1490.7	0.431	1376.0	1125.0	X
871	Spectrogram 1	1	1271.272493736	1271.767047577	172.0	1548.0	0.495	1376.0	1125.0	X
872	Spectrogram 1	1	1274.734370625	1276.975646545	86.0	1548.0	2.241	1462.0	750.0	Z
873	Spectrogram 1	1	1278.711839140	1279.111691182	143.3	1490.7	0.400	1347.3	1218.8	X
874	Spectrogram 1	1	1279.185348137	1279.690424400	143.3	1519.3	0.505	1376.0	1218.8	X
875	Spectrogram 1	1	1279.964007376	1280.426993951	143.3	1462.0	0.463	1318.7	1218.8	X
876	Spectrogram 1	1	1280.647964816	1282.626180182	143.3	1548.0	1.978	1404.7	1546.9	Z
877	Spectrogram 1	1	1283.078644334	1283.615287864	172.0	1490.7	0.537	1318.7	328.1	17
878	Spectrogram 1	1	1284.572828281	1284.709619769	200.7	1519.3	0.137	1318.7	1171.9	19
879	Spectrogram 1	1	1284.730664613	1285.204173610	200.7	1462.0	0.474	1261.3	328.1	17
880	Spectrogram 1	1	1287.929419605	1288.276659536	172.0	1519.3	0.347	1347.3	468.8	17
881	Spectrogram 1	1	1289.202687827	1291.454486168	114.7	1490.7	2.252	1376.0	796.9	Z
882	Spectrogram 1	1	1291.822770944	1292.338369629	172.0	1490.7	0.516	1318.7	328.1	17
883	Spectrogram 1	1	1293.601060288	1294.116658974	114.7	1433.3	0.516	1318.7	375.0	17
884	Spectrogram 1	1	1297.771969051	1298.234955626	86.0	1462.0	0.463	1376.0	328.1	17
885	Spectrogram 1	1	1299.750184416	1301.212801096	143.3	1462.0	1.463	1318.7	1359.4	Z
886	Spectrogram 1	1	1301.496906494	1302.023027602	86.0	1519.3	0.526	1433.3	328.1	17
887	Spectrogram 1	1	1303.496166704	1303.611913348	172.0	1433.3	0.116	1261.3	562.5	19
888	Spectrogram 1	1	1303.654003036	1304.222213833	143.3	1519.3	0.568	1376.0	328.1	17
889	Spectrogram 1	1	1306.442443363	1306.758116028	172.0	1548.0	0.316	1376.0	468.8	17
890	Spectrogram 1	1	1307.628592890	1309.385837390	143.3	1548.0	1.757	1404.7	796.9	Z
891	Spectrogram 1	1	1309.554196144	1310.269720851	114.7	1519.3	0.716	1404.7	281.2	Y
892	Spectrogram 1	1	1310.764274692	1312.005920507	114.7	1462.0	1.242	1347.3	843.8	Z
893	Spectrogram 1	1	1312.479429504	1312.973983345	114.7	1376.0	0.495	1261.3	328.1	17
894	Spectrogram 1	1	1313.678981255	1313.836817588	200.7	1490.7	0.158	1290.0	375.0	19
895	Spectrogram 1	1	1313.889429698	1314.489207761	114.7	1462.0	0.600	1347.3	328.1	17
896	Spectrogram 1	1	1317.761681052	1318.466683336	143.3	1548.0	0.705	1404.7	328.1	17
897	Spectrogram 1	1	1319.845112235	1321.234071959	114.7	1462.0	1.389	1347.3	1406.2	Z
898	Spectrogram 1	1	1321.455042825	1321.644446423	229.3	1519.3	0.189	1290.0	843.8	19
899	Spectrogram 1	1	1321.676013690	1322.254746909	114.7	1433.3	0.579	1318.7	281.2	17
900	Spectrogram 1	1	1322.833480127	1323.948856876	86.0	1462.0	1.115	1376.0	703.1	Z
901	Spectrogram 1	1	1324.232962274	1324.390798606	143.3	1519.3	0.158	1376.0	843.8	19
902	Spectrogram 1	1	1324.464455561	1325.106323313	114.7	1490.7	0.642	1376.0	328.1	17
903	Spectrogram 1	1	1325.811325597	1326.032296463	143.3	1490.7	0.221	1347.3	328.1	19
904	Spectrogram 1	1	1326.084908573	1326.789910858	86.0	1490.7	0.705	1404.7	281.2	17
905	Spectrogram 1	1	1330.104473837	1330.262310170	114.7	1576.7	0.158	1462.0	515.6	19
906	Spectrogram 1	1	1330.304399029	1331.051491002	114.7	1519.3	0.747	1404.7	328.1	17
907	Spectrogram 1	1	1332.745600969	1333.071796056	114.7	1548.0	0.326	1433.3	375.0	17
908	Spectrogram 1	1	1333.713661263	1335.007919188	57.3	1490.7	1.294	1433.3	703.1	Z
909	Spectrogram 1	1	1335.218367631	1335.418293652	172.0	1462.0	0.200	1290.0	421.9	19
910	Spectrogram 1	1	1335.523517874	1336.186430469	114.7	1433.3	0.663	1318.7	281.2	17
911	Spectrogram 1	1	1336.754641266	1336.933522443	114.7	1462.0	0.179	1347.3	515.6	19
912	Spectrogram 1	1	1336.975611330	1337.680613615	86.0	1404.7	0.705	1318.7	281.2	17
913	Spectrogram 1	1	1338.101509386	1339.458901844	172.0	1490.7	1.357	1318.7	609.4	Z
914	Spectrogram 1	1	1339.637783021	1339.869276308	114.7	1462.0	0.231	1347.3	562.5	19
915	Spectrogram 1	1	1339.921888419	1340.500621638	86.0	1519.3	0.579	1433.3	281.2	17
916	Spectrogram 1	1	1341.026741201	1341.205622378	143.3	1519.3	0.179	1376.0	281.2	19
917	Spectrogram 1	1	1341.237189644	1342.057938572	86.0	1490.7	0.821	1404.7	281.2	17
918	Spectrogram 1	1	1346.466830254	1347.192877383	114.7	1462.0	0.726	1347.3	281.2	17
919	Spectrogram 1	1	1347.971535335	1349.286838105	143.3	1548.0	1.315	1404.7	609.4	Z
920	Spectrogram 1	1	1349.507808970	1349.697212569	57.3	1548.0	0.189	1490.7	281.2	19
921	Spectrogram 1	1	1349.728779835	1350.507439075	114.7	1490.7	0.779	1376.0	421.9	17
922	Spectrogram 1	1	1351.138784404	1351.317665581	86.0	1519.3	0.179	1433.3	375.0	19
923	Spectrogram 1	1	1351.359751496	1352.096321047	86.0	1548.0	0.737	1462.0	281.2	17
924	Spectrogram 1	1	1356.000137895	1356.663050491	143.3	1404.7	0.663	1261.3	281.2	17
925	Spectrogram 1	1	1358.441338063	1359.756640832	200.7	1433.3	1.315	1232.7	750.0	Z
926	Spectrogram 1	1	1359.956566853	1360.167015297	143.3	1490.7	0.210	1347.3	187.5	19
927	Spectrogram 1	1	1360.188060141	1360.987764225	114.7	1490.7	0.800	1376.0	281.2	17
928	Spectrogram 1	1	1362.176796384	1362.355677561	86.0	1519.3	0.179	1433.3	375.0	19
929	Spectrogram 1	1	1362.408289672	1363.123814378	57.3	1548.0	0.716	1490.7	421.9	17
930	Spectrogram 1	1	1364.375981385	1364.491728029	86.0	1548.0	0.116	1462.0	281.2	19
931	Spectrogram 1	1	1364.554862561	1365.080983669	114.7	1490.7	0.526	1376.0	281.2	17
932	Spectrogram 1	1	1365.922775756	1366.743524684	114.7	1519.3	0.821	1404.7	750.0	Z
933	Spectrogram 1	1	1367.038152504	1367.248600947	86.0	1490.7	0.210	1404.7	281.2	19
934	Spectrogram 1	1	1367.322257902	1367.943080810	57.3	1490.7	0.621	1433.3	421.9	17
935	Spectrogram 1	1	1368.805915795	1368.984796972	114.7	1519.3	0.179	1404.7	234.4	19
936	Spectrogram 1	1	1369.026886661	1369.500395658	143.3	1462.0	0.474	1318.7	281.2	17
937	Spectrogram 1	1	1370.026511763	1370.194870517	172.0	1433.3	0.168	1261.3	281.2	19
938	Spectrogram 1	1	1370.321139583	1370.521065604	200.7	1462.0	0.200	1261.3	421.9	17
939	Spectrogram 1	1	1371.078753978	1371.299724843	172.0	1519.3	0.221	1347.3	375.0	19
940	Spectrogram 1	1	1371.362859376	1371.699576885	172.0	1490.7	0.337	1318.7	421.9	17
941	Spectrogram 1	1	1372.678162146	1372.814953634	172.0	1490.7	0.137	1318.7	375.0	19
942	Spectrogram 1	1	1372.878088167	1373.267417787	114.7	1519.3	0.389	1404.7	281.2	17
943	Spectrogram 1	1	1373.877718272	1374.982572598	200.7	1519.3	1.105	1318.7	750.0	Z
944	Spectrogram 1	1	1375.203543464	1375.403469484	143.3	1433.3	0.200	1290.0	375.0	19
945	Spectrogram 1	1	1375.477126440	1376.024292392	86.0	1490.7	0.547	1404.7	421.9	17
946	Spectrogram 1	1	1376.676682565	1376.845041320	114.7	1462.0	0.168	1347.3	421.9	19
947	Spectrogram 1	1	1376.887131009	1377.265938206	143.3	1433.3	0.379	1290.0	562.5	17
948	Spectrogram 1	1	1377.528998760	1377.760492048	86.0	1519.3	0.231	1433.3	93.8	19
949	Spectrogram 1	1	1377.823626580	1378.097209557	172.0	1576.7	0.274	1404.7	281.2	17
950	Spectrogram 1	1	1378.454971910	1378.644375509	172.0	1519.3	0.189	1347.3	562.5	19
951	Spectrogram 1	1	1378.749599730	1379.254675994	86.0	1433.3	0.505	1347.3	281.2	17
952	Spectrogram 1	1	1379.612438347	1380.654158141	200.7	1433.3	1.042	1232.7	609.4	Z
953	Spectrogram 1	1	1380.969830805	1381.611698557	57.3	1548.0	0.642	1490.7	421.9	Y
954	Spectrogram 1	1	1382.221990693	1382.400871870	114.7	1490.7	0.179	1376.0	281.2	19
955	Spectrogram 1	1	1382.464006403	1383.084829310	86.0	1490.7	0.621	1404.7	328.1	17
956	Spectrogram 1	1	1386.820289176	1386.988647930	143.3	1490.7	0.168	1347.3	281.2	19
957	Spectrogram 1	1	1387.041260041	1387.693650215	114.7	1576.7	0.652	1462.0	281.2	17
958	Spectrogram 1	1	1390.103284889	1391.387020392	143.3	1490.7	1.284	1347.3	1359.4	Z
959	Spectrogram 1	1	1391.639558523	1391.818439700	114.7	1519.3	0.179	1404.7	281.2	19
960	Spectrogram 1	1	1391.892096655	1392.355083230	143.3	1490.7	0.463	1347.3	234.4	17
961	Spectrogram 1	1	1392.870681916	1393.049563092	114.7	1490.7	0.179	1376.0	281.2	19
962	Spectrogram 1	1	1393.102175203	1393.491504823	86.0	1433.3	0.389	1347.3	421.9	17
963	Spectrogram 1	1	1393.880834443	1393.996581086	114.7	1462.0	0.116	1347.3	562.5	19
964	Spectrogram 1	1	1394.059715619	1394.438522817	143.3	1462.0	0.379	1318.7	421.9	17
965	Spectrogram 1	1	1397.121735092	1399.815475164	229.3	1548.0	2.694	1318.7	1546.9	Z
966	Spectrogram 1	1	1400.394208383	1401.109733090	143.3	1433.3	0.716	1290.0	328.1	17
967	Spectrogram 1	1	1404.960934281	1405.255562102	143.3	1433.3	0.295	1290.0	562.5	17
968	Spectrogram 1	1	1406.160490407	1408.443856015	143.3	1462.0	2.283	1318.7	1406.2	Z
969	Spectrogram 1	1	1408.843708057	1409.601322452	114.7	1404.7	0.758	1290.0	281.2	Y
970	Spectrogram 1	1	1411.137593372	1411.579535103	114.7	1462.0	0.442	1347.3	328.1	17
971	Spectrogram 1	1	1415.199243436	1418.156044062	114.7	1490.7	2.957	1376.0	468.8	Z
972	Spectrogram 1	1	1419.523958943	1420.123737005	143.3	1462.0	0.600	1318.7	328.1	17
973	Spectrogram 1	1	1423.543519404	1424.069640512	114.7	1519.3	0.526	1404.7	328.1	17
974	Spectrogram 1	1	1424.841252218	1427.198274781	258.0	1490.7	2.357	1232.7	750.0	Z
975	Spectrogram 1	1	1427.482380180	1427.587604401	114.7	1462.0	0.105	1347.3	515.6	19
976	Spectrogram 1	1	1427.640216512	1427.966411599	143.3	1548.0	0.326	1404.7	328.1	17
977	Spectrogram 1	1	1428.387308485	1428.829250216	114.7	1433.3	0.442	1318.7	890.6	X
978	Spectrogram 1	1	1428.850295060	1429.323804057	200.7	1433.3	0.474	1232.7	703.1	X
979	Spectrogram 1	1	1429.386938590	1429.839402743	86.0	1433.3	0.452	1347.3	656.2	X
980	Spectrogram 1	1	1430.018283919	1430.460225650	114.7	1433.3	0.442	1318.7	328.1	X
981	Spectrogram 1	1	1430.733808626	1431.165227934	258.0	1548.0	0.431	1290.0	609.4	X
982	Spectrogram 1	1	1431.333586689	1431.765005997	143.3	1490.7	0.431	1347.3	1125.0	X
983	Spectrogram 1	1	1431.891275063	1432.396351327	86.0	1490.7	0.505	1404.7	328.1	X
984	Spectrogram 1	1	1432.564710081	1432.975084545	114.7	1433.3	0.410	1318.7	1031.2	X
985	Spectrogram 1	1	1433.280234788	1433.669564407	200.7	1404.7	0.389	1204.0	937.5	X
986	Spectrogram 1	1	1433.880012851	1434.342999425	200.7	1433.3	0.463	1232.7	1218.8	X
987	Spectrogram 1	1	1434.532403024	1434.963822333	200.7	1433.3	0.431	1232.7	1078.1	X
988	Spectrogram 1	1	1435.153225932	1435.763526417	200.7	1490.7	0.610	1290.0	515.6	X
989	Spectrogram 1	1	1438.339446584	1440.538632815	143.3	1462.0	2.199	1318.7	656.2	X
990	Spectrogram 1	1	1440.991096968	1441.327814477	143.3	1548.0	0.337	1404.7	515.6	17
991	Spectrogram 1	1	1442.306393504	1442.664155858	315.3	1462.0	0.358	1146.7	750.0	X
992	Spectrogram 1	1	1442.769380079	1443.232366654	315.3	1490.7	0.463	1175.3	1125.0	X
993	Spectrogram 1	1	1443.453337519	1443.821622295	258.0	1462.0	0.368	1204.0	515.6	X
994	Spectrogram 1	1	1444.295131292	1444.747595445	200.7	1490.7	0.452	1290.0	468.8	X
995	Spectrogram 1	1	1445.063268109	1447.925366936	172.0	1490.7	2.862	1318.7	890.6	Z
996	Spectrogram 1	1	1448.272606867	1448.798727975	143.3	1490.7	0.526	1347.3	562.5	17
997	Spectrogram 1	1	1452.397396352	1452.860382927	143.3	1433.3	0.463	1290.0	562.5	17
998	Spectrogram 1	1	1454.059935966	1456.238077353	143.3	1433.3	2.178	1290.0	1406.2	Z
999	Spectrogram 1	1	1456.564272439	1457.121960814	57.3	1404.7	0.558	1347.3	328.1	17
1000	Spectrogram 1	1	1459.005470348	1459.521069034	114.7	1490.7	0.516	1376.0	281.2	17
1001	Spectrogram 1	1	1462.530475852	1464.077271909	401.3	2465.3	1.547	2064.0	796.9	Z
1002	Spectrogram 1	1	1464.519219558	1464.992728555	143.3	1490.7	0.474	1347.3	328.1	17
1003	Spectrogram 1	1	1466.002875164	1466.581608382	114.7	1462.0	0.579	1347.3	328.1	17
1004	Spectrogram 1	1	1469.475274475	1470.117142227	143.3	1548.0	0.642	1404.7	328.1	17
1005	Spectrogram 1	1	1471.527146796	1473.736855449	172.0	1376.0	2.210	1204.0	609.4	Z
1006	Spectrogram 1	1	1474.220886868	1474.778575242	114.7	1490.7	0.558	1376.0	328.1	17
1007	Spectrogram 1	1	1476.314840500	1476.851484030	114.7	1490.7	0.537	1376.0	328.1	17
1008	Spectrogram 1	1	1479.945076144	1481.670753377	415.7	1763.0	1.726	1347.3	656.2	Z
1009	Spectrogram 1	1	1481.912769087	1482.102172686	114.7	1433.3	0.189	1318.7	796.9	19
1010	Spectrogram 1	1	1482.165307219	1482.796652548	86.0	1490.7	0.631	1404.7	328.1	17
1011	Spectrogram 1	1	1483.249116701	1484.859047291	114.7	1404.7	1.610	1290.0	656.2	Z
1012	Spectrogram 1	1	1485.195764800	1485.932334351	86.0	1433.3	0.737	1347.3	328.1	17
1013	Spectrogram 1	1	1486.542634836	1486.721516012	57.3	1433.3	0.179	1376.0	468.8	19
1014	Spectrogram 1	1	1486.805695390	1487.615921896	114.7	1433.3	0.810	1318.7	328.1	17
1015	Spectrogram 1	1	1490.960221625	1491.118057957	114.7	1519.3	0.158	1404.7	515.6	19
1016	Spectrogram 1	1	1491.223282179	1492.033508685	86.0	1490.7	0.810	1404.7	328.1	17
1017	Spectrogram 1	1	1493.738141074	1495.295459553	114.7	1662.7	1.557	1548.0	1546.9	Z
1018	Spectrogram 1	1	1495.642699484	1495.800535817	57.3	1462.0	0.158	1404.7	656.2	19
1019	Spectrogram 1	1	1495.842617359	1496.642321443	86.0	1433.3	0.800	1347.3	328.1	17
1020	Spectrogram 1	1	1497.389413416	1497.568294593	86.0	1490.7	0.179	1404.7	375.0	19
1021	Spectrogram 1	1	1497.641951548	1498.494267743	143.3	1519.3	0.852	1376.0	328.1	17
1022	Spectrogram 1	1	1499.094045806	1500.283079509	143.3	1462.0	1.189	1318.7	796.9	Z
1023	Spectrogram 1	1	1500.493527952	1500.703976396	114.7	1490.7	0.210	1376.0	609.4	19
1024	Spectrogram 1	1	1500.767110929	1501.545770168	114.7	1519.3	0.779	1404.7	328.1	17
1025	Spectrogram 1	1	1502.040324009	1502.166593075	114.7	1490.7	0.126	1376.0	562.5	19
1026	Spectrogram 1	1	1502.261294875	1503.018909270	114.7	1462.0	0.758	1347.3	328.1	17
1027	Spectrogram 1	1	1503.545030378	1504.776153770	86.0	1433.3	1.231	1347.3	609.4	17
1028	Spectrogram 1	1	1504.978026300	1505.177952321	114.7	1490.7	0.200	1376.0	234.4	19
1029	Spectrogram 1	1	1505.209519588	1505.925044294	114.7	1519.3	0.716	1404.7	328.1	17
1030	Spectrogram 1	1	1506.861539866	1507.724378483	172.0	1404.7	0.863	1232.7	328.1	Y
1031	Spectrogram 1	1	1510.670656687	1512.301632121	172.0	1490.7	1.631	1318.7	1406.2	Z
1032	Spectrogram 1	1	1512.638349630	1512.848798073	114.7	1462.0	0.210	1347.3	234.4	18
1033	Spectrogram 1	1	1512.901410184	1513.574845202	114.7	1462.0	0.673	1347.3	328.1	17
1034	Spectrogram 1	1	1514.648132262	1514.827013439	86.0	1462.0	0.179	1376.0	281.2	19
1035	Spectrogram 1	1	1514.879625549	1515.458358768	86.0	1433.3	0.579	1347.3	515.6	17
1036	Spectrogram 1	1	1516.363283900	1517.604929715	116.6	1487.1	1.242	1370.5	750.0	Z
1037	Spectrogram 1	1	1517.952169646	1518.120528400	116.6	1487.1	0.168	1370.5	515.6	19
1038	Spectrogram 1	1	1518.141573245	1518.857097951	145.8	1516.3	0.716	1370.5	281.2	17
1039	Spectrogram 1	1	1519.688369302	1519.814638368	87.5	1516.3	0.126	1428.8	328.1	19
1040	Spectrogram 1	1	1519.846205634	1520.372326742	87.5	1428.8	0.526	1341.3	234.4	17
1041	Spectrogram 1	1	1521.229470194	1521.408351371	145.8	1516.3	0.179	1370.5	187.5	19
1042	Spectrogram 1	1	1521.450441060	1521.987084590	58.3	1458.0	0.537	1399.6	234.4	17
1043	Spectrogram 1	1	1523.112983760	1525.259557880	87.5	1545.4	2.147	1458.0	750.0	Z
1044	Spectrogram 1	1	1525.585752967	1525.775156566	204.1	1458.0	0.189	1253.8	562.5	19
1045	Spectrogram 1	1	1525.848813521	1526.574860650	116.6	1487.1	0.726	1370.5	328.1	17
1046	Spectrogram 1	1	1529.861939923	1529.988208989	116.6	1458.0	0.126	1341.3	421.9	19
1047	Spectrogram 1	1	1530.114478055	1530.808957917	116.6	1487.1	0.694	1370.5	328.1	17
1048	Spectrogram 1	1	1531.945379510	1533.628967055	175.0	1487.1	1.684	1312.2	703.1	Z
1049	Spectrogram 1	1	1533.797325810	1533.997251830	87.5	1487.1	0.200	1399.6	515.6	19
1050	Spectrogram 1	1	1534.049863941	1534.712776537	87.5	1487.1	0.663	1399.6	281.2	17
1051	Spectrogram 1	1	1535.354644289	1535.491435777	145.8	1428.8	0.137	1283.0	421.9	19
1052	Spectrogram 1	1	1535.565092732	1536.017556885	116.6	1487.1	0.452	1370.5	421.9	17
1053	Spectrogram 1	1	1536.512110726	1536.638379792	116.6	1458.0	0.126	1341.3	421.9	19
1054	Spectrogram 1	1	1536.743604013	1536.996142145	116.6	1399.6	0.253	1283.0	375.0	17
1055	Spectrogram 1	1	1541.600597700	1544.031277218	175.0	1428.8	2.431	1253.8	1406.2	Z
1056	Spectrogram 1	1	1544.483735168	1545.241349564	116.6	1458.0	0.758	1341.3	281.2	17
1057	Spectrogram 1	1	1548.461210744	1549.176735450	145.8	1487.1	0.716	1341.3	328.1	17
1058	Spectrogram 1	1	1551.007636905	1552.880628049	175.0	1428.8	1.873	1253.8	1406.2	Z
1059	Spectrogram 1	1	1553.119208329	1553.582194904	233.3	1545.4	0.463	1312.2	890.6	X
1060	Spectrogram 1	1	1553.761076081	1554.203017812	320.7	1458.0	0.442	1137.2	1453.1	X
1061	Spectrogram 1	1	1554.308242033	1554.781751030	175.0	1487.1	0.474	1312.2	375.0	X
1062	Spectrogram 1	1	1554.971154629	1555.423618782	145.8	1487.1	0.452	1341.3	1125.0	X
1063	Spectrogram 1	1	1555.476230892	1555.970784734	204.1	1458.0	0.495	1253.8	1453.1	X
1064	Spectrogram 1	1	1556.054964111	1556.444293731	175.0	1458.0	0.389	1283.0	1453.1	X
1065	Spectrogram 1	1	1556.644219752	1557.054594216	145.8	1458.0	0.410	1312.2	1312.5	X
1066	Spectrogram 1	1	1557.191385704	1557.696461967	233.3	1399.6	0.505	1166.4	1171.9	X
1067	Spectrogram 1	1	1557.770118923	1558.264672764	204.1	1516.3	0.495	1312.2	1500.0	X
1068	Spectrogram 1	1	1558.411986674	1558.948630204	204.1	1545.4	0.537	1341.3	1078.1	X
1069	Spectrogram 1	1	1559.001242315	1559.527363423	233.3	1516.3	0.526	1283.0	1171.9	X
1070	Spectrogram 1	1	1559.601020378	1560.169231174	145.8	1458.0	0.568	1312.2	1406.2	X
1071	Spectrogram 1	1	1560.221843285	1560.800576504	233.3	1458.0	0.579	1224.7	1453.1	X
