Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Freq (Hz)	Peak Freq (Hz)	Delta Time (s)	UNIT
281	Spectrogram 1	1	658.495230981	660.993174746	236.6	2933.7	2697.1	515.6	2.498	O
282	Spectrogram 1	1	661.714802944	663.213569203	212.9	2933.7	2720.8	515.6	1.499	O
283	Spectrogram 1	1	666.358410447	667.690647121	236.6	2957.3	2720.7	515.6	1.332	O
284	Spectrogram 1	1	670.238716008	670.719801474	283.9	2886.4	2602.5	1078.1	0.481	33
285	Spectrogram 1	1	670.941840920	672.810672921	236.6	3028.3	2791.7	421.9	1.869	O
286	Spectrogram 1	1	673.606314268	674.938550942	212.9	2957.3	2744.4	398.4	1.332	O
287	Spectrogram 1	1	675.863715299	676.788879657	212.9	2957.3	2744.4	398.4	0.925	Q
288	Spectrogram 1	1	678.380162351	678.898254391	236.6	3004.7	2768.1	1125.0	0.518	33
289	Spectrogram 1	1	679.101790549	681.118648848	189.3	2957.3	2768.0	375.0	2.017	O
290	Spectrogram 1	1	681.710754037	683.079997285	142.0	2981.0	2839.0	398.4	1.369	O
291	Spectrogram 1	1	684.060099001	684.966760071	165.6	2957.3	2791.7	375.0	0.907	Q
292	Spectrogram 1	1	686.373009893	686.817088785	165.6	2910.0	2744.4	2132.8	0.444	33
293	Spectrogram 1	1	687.038924320	689.518364797	180.0	2947.5	2767.5	351.6	2.479	O
294	Spectrogram 1	1	690.331666351	692.015465481	157.5	2902.5	2745.0	375.0	1.684	O
295	Spectrogram 1	1	695.216032232	696.307726173	202.5	2970.0	2767.5	351.6	1.092	Q
296	Spectrogram 1	1	698.638614902	699.045687219	135.0	2970.0	2835.0	796.9	0.407	33
297	Spectrogram 1	1	699.175210229	701.654650706	180.0	2970.0	2790.0	351.6	2.479	O
298	Spectrogram 1	1	702.616821637	703.967561599	112.5	3015.0	2902.5	351.6	1.351	O
299	Spectrogram 1	1	705.170275263	706.021426472	157.5	3060.0	2902.5	351.6	0.851	Q
300	Spectrogram 1	1	707.334293253	707.778372144	157.5	3285.0	3127.5	2156.2	0.444	33
301	Spectrogram 1	1	708.055921451	710.535361928	135.0	3015.0	2880.0	304.7	2.479	O
302	Spectrogram 1	1	711.016447394	713.495887871	135.0	3105.0	2970.0	281.2	2.479	O
303	Spectrogram 1	1	716.325886954	717.861659787	180.0	2025.0	1845.0	281.2	1.536	Q
304	Spectrogram 1	1	720.026544382	720.452119987	67.5	2970.0	2902.5	726.6	0.426	33
305	Spectrogram 1	1	720.544636422	722.820540741	61.6	1980.0	1918.4	257.8	2.276	O
306	Spectrogram 1	1	723.468155791	724.985425336	135.0	2070.0	1935.0	257.8	1.517	O
307	Spectrogram 1	1	726.076229146	727.038400077	157.5	1912.5	1755.0	257.8	0.962	Q
308	Spectrogram 1	1	728.259617029	728.740702494	247.5	3060.0	2812.5	984.4	0.481	33
309	Spectrogram 1	1	728.888728792	731.442182417	135.0	2002.5	1867.5	257.8	2.553	O
310	Spectrogram 1	1	732.163810616	734.384205073	90.0	1957.5	1867.5	257.8	2.220	O
311	Spectrogram 1	1	736.955565957	738.787391384	90.0	1935.0	1845.0	257.8	1.832	O
312	Spectrogram 1	1	741.266831861	741.599891029	315.0	2970.0	2655.0	1101.6	0.333	33
313	Spectrogram 1	1	741.821930475	744.375384101	112.5	1980.0	1867.5	257.8	2.553	O
314	Spectrogram 1	1	745.225484407	746.335681636	90.0	1822.5	1732.5	257.8	1.110	Q
315	Spectrogram 1	1	747.482885438	748.315533360	135.0	1957.5	1822.5	257.8	0.833	Q
316	Spectrogram 1	1	749.592260173	749.999332490	180.0	2992.5	2812.5	281.2	0.407	33
317	Spectrogram 1	1	750.258378510	752.534282828	180.0	2002.5	1822.5	257.8	2.276	O
318	Spectrogram 1	1	753.514180633	755.790084952	45.0	1980.0	1935.0	257.8	2.276	O
319	Spectrogram 1	1	758.638775529	759.989515491	135.0	1980.0	1845.0	257.8	1.351	Q
320	Spectrogram 1	1	762.598478978	765.114926029	135.0	1912.5	1777.5	351.6	2.516	25
321	Spectrogram 1	1	765.984098214	768.037963087	112.5	2047.5	1935.0	257.8	2.054	31
322	Spectrogram 1	1	768.889114295	769.203670177	112.5	2025.0	1912.5	210.9	0.315	34
323	Spectrogram 1	1	770.221350970	771.109508753	135.0	2025.0	1890.0	257.8	0.888	26
324	Spectrogram 1	1	772.477975587	775.808567273	67.5	2047.5	1980.0	210.9	3.331	25
325	Spectrogram 1	1	776.604208620	778.399027473	157.5	1980.0	1822.5	257.8	1.795	31
326	Spectrogram 1	1	781.580663501	782.709364016	135.0	2002.5	1867.5	257.8	1.129	26
327	Spectrogram 1	1	786.039955702	788.278853446	90.0	1957.5	1867.5	210.9	2.239	25
328	Spectrogram 1	1	789.184945925	790.979764777	135.0	2002.5	1867.5	234.4	1.795	31
329	Spectrogram 1	1	792.441524462	793.459205255	135.0	2002.5	1867.5	257.8	1.018	26
330	Spectrogram 1	1	795.216315609	798.121331690	135.0	1890.0	1755.0	351.6	2.905	25
331	Spectrogram 1	1	798.694933592	800.896824762	67.5	1957.5	1890.0	257.8	2.202	31
332	Spectrogram 1	1	803.560258999	804.762972663	112.5	1935.0	1822.5	257.8	1.203	26
333	Spectrogram 1	1	807.612478883	810.406475242	90.0	1935.0	1845.0	351.6	2.794	25
334	Spectrogram 1	1	811.220619876	813.089451878	135.0	1890.0	1755.0	257.8	1.869	31
335	Spectrogram 1	1	813.792180759	814.236259651	135.0	2092.5	1957.5	210.9	0.444	34
336	Spectrogram 1	1	815.272443731	816.105091652	112.5	2137.5	2025.0	257.8	0.833	26
337	Spectrogram 1	1	818.028578643	820.767065140	90.0	1957.5	1867.5	375.0	2.738	25
338	Spectrogram 1	1	821.451686765	823.450041776	135.0	1935.0	1800.0	234.4	1.998	31
339	Spectrogram 1	1	826.280248681	827.538472206	112.5	1957.5	1845.0	234.4	1.258	26
340	Spectrogram 1	1	830.276958704	832.663882745	90.0	2047.5	1957.5	351.6	2.387	25
341	Spectrogram 1	1	833.551605269	835.494450419	90.0	1935.0	1845.0	234.4	1.943	31
342	Spectrogram 1	1	836.382608202	836.752673945	135.0	2047.5	1912.5	187.5	0.370	34
343	Spectrogram 1	1	837.603182072	838.546849716	90.0	2047.5	1957.5	234.4	0.944	26
344	Spectrogram 1	1	840.082622549	842.839612334	90.0	1935.0	1845.0	351.6	2.757	25
345	Spectrogram 1	1	843.378844628	845.596602118	112.5	1912.5	1800.0	234.4	2.218	31
346	Spectrogram 1	1	848.389480908	849.425664988	112.5	2025.0	1912.5	234.4	1.036	26
347	Spectrogram 1	1	852.330681069	854.477062378	90.0	1936.2	1846.2	351.6	2.146	25
348	Spectrogram 1	1	855.512450429	857.122236411	113.9	1981.8	1867.9	257.8	1.610	31
349	Spectrogram 1	1	858.185877966	858.472976372	113.9	1959.0	1845.1	210.9	0.287	34
350	Spectrogram 1	1	859.694193324	860.563847819	113.9	2004.5	1890.6	234.4	0.870	26
351	Spectrogram 1	1	861.822071345	864.097975664	45.6	1959.0	1913.4	328.1	2.276	25
352	Spectrogram 1	1	865.133591152	866.484331113	22.8	2072.9	2050.1	234.4	1.351	31
353	Spectrogram 1	1	867.316979035	867.779561213	136.7	2027.3	1890.6	210.9	0.463	32
354	Spectrogram 1	1	868.538195986	869.481863631	68.3	2050.1	1981.8	234.4	0.944	26
355	Spectrogram 1	1	870.943093952	873.459541004	45.6	1936.2	1890.6	304.7	2.516	25
356	Spectrogram 1	1	874.181169202	875.938981481	91.1	1959.0	1867.9	234.4	1.758	31
357	Spectrogram 1	1	878.676350409	880.119606806	159.5	1913.4	1753.9	234.4	1.443	26
358	Spectrogram 1	1	881.599869778	884.652912156	45.6	1959.0	1913.4	328.1	3.053	25
359	Spectrogram 1	1	885.504063365	886.910313188	68.3	1959.0	1890.7	234.4	1.406	31
360	Spectrogram 1	1	887.978207340	888.366982301	22.8	1959.0	1936.2	234.4	0.389	34
361	Spectrogram 1	1	889.217927579	890.032072213	45.6	1936.2	1890.6	234.4	0.814	26
362	Spectrogram 1	1	891.142269441	893.399670473	22.8	1981.8	1959.0	93.8	2.257	25
363	Spectrogram 1	1	894.324834830	895.879110950	45.6	1776.8	1731.2	234.4	1.554	31
364	Spectrogram 1	1	896.822778594	897.081824614	45.6	1981.8	1936.2	210.9	0.259	34
365	Spectrogram 1	1	898.099505407	898.950656616	22.8	1981.8	1959.0	234.4	0.851	26
366	Spectrogram 1	1	900.264390003	902.096215430	45.6	1913.4	1867.8	93.8	1.832	25
367	Spectrogram 1	1	903.132399510	904.668172343	136.7	2027.3	1890.6	234.4	1.536	31
368	Spectrogram 1	1	907.997236683	908.848387891	136.7	2050.1	1913.4	234.4	0.851	26
369	Spectrogram 1	1	911.327828368	913.289176805	0.0	1890.7	1890.7	93.8	1.961	25
370	Spectrogram 1	1	914.029308291	915.657597560	91.1	1959.0	1867.9	234.4	1.628	31
371	Spectrogram 1	1	916.564258630	916.860311224	22.8	1867.9	1845.1	398.4	0.296	34
372	Spectrogram 1	1	917.987639297	918.857293792	45.6	1936.2	1890.6	210.9	0.870	26
373	Spectrogram 1	1	920.041504170	921.614283577	0.0	1913.4	1913.4	93.8	1.573	25
374	Spectrogram 1	1	922.613461082	923.927194470	91.1	1959.0	1867.9	234.4	1.314	31
375	Spectrogram 1	1	924.667325955	924.944875262	22.8	1913.4	1890.6	210.9	0.278	34
376	Spectrogram 1	1	925.851536332	926.628674392	45.6	1913.4	1867.8	210.9	0.777	26
377	Spectrogram 1	1	927.515922429	929.532780727	22.8	1890.7	1867.9	70.3	2.017	25
378	Spectrogram 1	1	930.365428649	931.660658749	91.1	1936.2	1845.1	210.9	1.295	26
379	Spectrogram 1	1	934.602681404	935.453832613	113.9	1959.0	1845.1	281.2	0.851	26
380	Spectrogram 1	1	937.451297492	939.079586761	45.6	1867.9	1822.3	93.8	1.628	25
381	Spectrogram 1	1	940.337810287	941.355491079	68.3	2004.5	1936.2	281.2	1.018	26
382	Spectrogram 1	1	942.502694882	942.780099337	68.3	2004.5	1936.2	164.1	0.277	34
383	Spectrogram 1	1	942.928491734	943.188178428	61.1	2002.5	1941.4	257.8	0.260	18
384	Spectrogram 1	1	943.816428269	944.667579478	68.3	2004.5	1936.2	304.7	0.851	26
385	Spectrogram 1	1	945.943188722	947.960047021	45.6	1913.4	1867.8	70.3	2.017	25
386	Spectrogram 1	1	948.755688368	949.865885596	22.8	1959.0	1936.2	281.2	1.110	26
387	Spectrogram 1	1	950.735540092	951.034426409	68.3	2048.3	1980.0	117.2	0.299	19
388	Spectrogram 1	1	951.164269756	951.386858351	30.6	2048.3	2017.7	304.7	0.223	18
389	Spectrogram 1	1	951.975260331	952.807908252	45.6	2004.5	1958.9	281.2	0.833	26
390	Spectrogram 1	1	953.807085758	955.934963779	22.8	1799.5	1776.7	70.3	2.128	25
391	Spectrogram 1	1	957.100670869	958.229371385	22.8	2072.9	2050.1	281.2	1.129	26
392	Spectrogram 1	1	961.521905594	962.317546941	68.3	2004.5	1936.2	281.2	0.796	26
393	Spectrogram 1	1	964.926510428	967.239421321	22.8	2004.5	1981.7	70.3	2.313	25
394	Spectrogram 1	1	967.996871859	969.199585523	68.3	2027.3	1959.0	281.2	1.203	26
395	Spectrogram 1	1	970.217266316	970.476060998	45.6	2004.5	1958.9	234.4	0.259	19
396	Spectrogram 1	1	970.568806246	970.754296742	45.9	1956.6	1910.7	304.7	0.185	18
397	Spectrogram 1	1	971.456986554	972.141608179	0.0	1936.2	1936.2	281.2	0.685	26
398	Spectrogram 1	1	973.066772536	975.379683429	68.3	1913.4	1845.1	70.3	2.313	25
399	Spectrogram 1	1	976.064305053	977.137495707	0.0	1799.5	1799.5	281.2	1.073	26
400	Spectrogram 1	1	977.840620619	978.136818483	22.8	2050.1	2027.3	281.2	0.296	19
401	Spectrogram 1	1	978.192465632	978.415054227	61.1	2094.2	2033.1	281.2	0.223	18
402	Spectrogram 1	1	978.691771827	979.283877016	0.0	1936.2	1936.2	187.5	0.592	32
403	Spectrogram 1	1	979.949995353	980.195762989	22.8	2004.5	1981.7	117.2	0.246	19
404	Spectrogram 1	1	980.251410137	980.548194931	15.3	2002.5	1987.2	210.9	0.297	18
405	Spectrogram 1	1	981.465986560	983.001759392	22.8	2027.3	2004.5	70.3	1.536	25
406	Spectrogram 1	1	983.334818561	984.445015790	0.0	2004.5	2004.5	234.4	1.110	32
407	Spectrogram 1	1	985.111134127	986.221331355	0.0	2004.5	2004.5	281.2	1.110	26
408	Spectrogram 1	1	989.329883595	990.255047952	0.0	2050.1	2050.1	234.4	0.925	26
409	Spectrogram 1	1	992.252097187	994.398478496	0.0	2050.1	2050.1	70.3	2.146	25
410	Spectrogram 1	1	995.323642853	996.156290774	0.0	1981.8	1981.8	257.8	0.833	26
411	Spectrogram 1	1	996.766899250	997.070130647	0.0	2027.3	2027.3	93.8	0.303	19
412	Spectrogram 1	1	997.088679697	997.274170193	61.1	2048.3	1987.2	281.2	0.185	18
413	Spectrogram 1	1	997.470024161	998.154645786	0.0	2050.1	2050.1	187.5	0.685	32
414	Spectrogram 1	1	998.857770697	999.135320004	0.0	1959.0	1959.0	140.6	0.278	19
415	Spectrogram 1	1	999.190829866	999.560895609	0.0	1936.2	1936.2	187.5	0.370	18
416	Spectrogram 1	1	1000.430169721	1003.131649643	22.8	2027.3	2004.5	656.2	2.701	25
417	Spectrogram 1	1	1004.056814001	1004.870958635	0.0	2004.5	2004.5	257.8	0.814	32
418	Spectrogram 1	1	1005.591924138	1005.849096056	0.0	2118.4	2118.4	93.8	0.257	19
419	Spectrogram 1	1	1005.904743205	1006.127331800	45.9	2140.0	2094.1	398.4	0.223	18
420	Spectrogram 1	1	1006.313552336	1006.591844315	0.0	2141.2	2141.2	234.4	0.278	19
421	Spectrogram 1	1	1006.666040514	1006.907178159	15.3	2170.6	2155.3	234.4	0.241	18
422	Spectrogram 1	1	1007.553272575	1008.163881051	0.0	1867.9	1867.9	234.4	0.611	32
423	Spectrogram 1	1	1009.181561844	1013.178271866	0.0	1913.4	1913.4	23.4	3.997	27
424	Spectrogram 1	1	1015.249522458	1016.359719686	0.0	2027.3	2027.3	351.6	1.110	28
425	Spectrogram 1	1	1020.670985590	1022.003222265	22.8	1959.0	1936.2	445.3	1.332	27
426	Spectrogram 1	1	1022.779470193	1023.649124688	0.0	1981.8	1981.8	328.1	0.870	28
427	Spectrogram 1	1	1023.982183857	1024.315243025	0.0	1981.8	1981.8	281.2	0.333	X2
428	Spectrogram 1	1	1024.796328491	1025.240407383	0.0	1959.0	1959.0	234.4	0.444	X2
429	Spectrogram 1	1	1026.110061878	1026.609650631	0.0	1959.0	1959.0	257.8	0.500	X2
430	Spectrogram 1	1	1026.776180215	1027.127742671	45.6	1959.0	1913.4	328.1	0.352	X2
431	Spectrogram 1	1	1027.442298553	1027.756854434	0.0	2004.5	2004.5	281.2	0.315	X2
432	Spectrogram 1	1	1028.719025365	1029.033581247	0.0	1981.8	1981.8	257.8	0.315	X2
433	Spectrogram 1	1	1029.292627267	1029.644189723	0.0	2004.5	2004.5	328.1	0.352	X2
434	Spectrogram 1	1	1030.291804773	1030.643367228	0.0	2027.3	2027.3	281.2	0.352	X2
435	Spectrogram 1	1	1030.976426397	1031.253975704	0.0	1981.8	1981.8	328.1	0.278	X2
436	Spectrogram 1	1	1033.121917573	1037.118627596	205.0	2984.0	2779.0	445.3	3.997	27
437	Spectrogram 1	1	1041.336279110	1042.353959903	136.7	1981.8	1845.1	281.2	1.018	28
438	Spectrogram 1	1	1043.871229449	1044.574354360	113.9	1845.1	1731.2	328.1	0.703	28
439	Spectrogram 1	1	1045.203466123	1045.462512143	68.3	1845.1	1776.8	328.1	0.259	X2
440	Spectrogram 1	1	1045.703054876	1045.980604183	68.3	2050.1	1981.8	304.7	0.278	X2
441	Spectrogram 1	1	1046.387676500	1046.646722520	0.0	2209.6	2209.6	328.1	0.259	X2
442	Spectrogram 1	1	1047.257330996	1047.460867155	0.0	2118.4	2118.4	328.1	0.204	X2
443	Spectrogram 1	1	1047.701409887	1048.015965769	45.6	2323.5	2277.9	328.1	0.315	X2
444	Spectrogram 1	1	1048.404534799	1048.682084106	0.0	2072.9	2072.9	375.0	0.278	X2
445	Spectrogram 1	1	1049.273734421	1049.551283728	0.0	2027.3	2027.3	351.6	0.278	X2
446	Spectrogram 1	1	1049.865839610	1050.217402066	0.0	2027.3	2027.3	351.6	0.352	X2
447	Spectrogram 1	1	1050.494951373	1050.828010541	68.3	1981.8	1913.5	375.0	0.333	X2
448	Spectrogram 1	1	1051.142566423	1051.475625591	91.1	2095.7	2004.6	281.2	0.333	X2
449	Spectrogram 1	1	1051.882697908	1052.160247216	0.0	1936.2	1936.2	281.2	0.278	X2
450	Spectrogram 1	1	1052.918881988	1053.196431296	45.6	1867.9	1822.3	398.4	0.278	X2
451	Spectrogram 1	1	1053.547993751	1053.825543058	22.8	2050.1	2027.3	398.4	0.278	X2
452	Spectrogram 1	1	1055.971147953	1060.097380986	273.3	2984.0	2710.7	1007.8	4.126	27
453	Spectrogram 1	1	1063.927561425	1065.093268515	250.6	3097.9	2847.3	304.7	1.166	28
454	Spectrogram 1	1	1066.609569470	1067.571740402	318.9	2847.4	2528.5	750.0	0.962	28
455	Spectrogram 1	1	1068.256362026	1068.496904759	113.9	2050.1	1936.2	304.7	0.241	X2
456	Spectrogram 1	1	1068.792957353	1069.144519809	0.0	2004.5	2004.5	304.7	0.352	X2
457	Spectrogram 1	1	1069.403565829	1069.718121710	113.9	2004.5	1890.6	351.6	0.315	X2
458	Spectrogram 1	1	1070.088187453	1070.347233473	0.0	1981.8	1981.8	351.6	0.259	X2
459	Spectrogram 1	1	1070.680292642	1070.920835375	0.0	2027.3	2027.3	304.7	0.241	X2
460	Spectrogram 1	1	1071.309404405	1071.660966860	0.0	2095.7	2095.7	351.6	0.352	X2
461	Spectrogram 1	1	1071.901509593	1072.216065475	0.0	1890.7	1890.7	375.0	0.315	X2
462	Spectrogram 1	1	1072.641641079	1073.030210109	0.0	2095.7	2095.7	375.0	0.389	X2
463	Spectrogram 1	1	1073.233746268	1073.659321872	68.3	2050.1	1981.8	328.1	0.426	X2
464	Spectrogram 1	1	1073.844354743	1074.232923773	0.0	2323.5	2323.5	328.1	0.389	X2
465	Spectrogram 1	1	1074.473466506	1074.973055259	0.0	2027.3	2027.3	375.0	0.500	X2
466	Spectrogram 1	1	1075.139584843	1075.602167022	0.0	2118.4	2118.4	421.9	0.463	X2
467	Spectrogram 1	1	1075.879716329	1076.194272210	0.0	2072.9	2072.9	398.4	0.315	X2
468	Spectrogram 1	1	1076.416311656	1076.767874112	0.0	2095.7	2095.7	328.1	0.352	X2
469	Spectrogram 1	1	1078.524325739	1082.484029187	478.4	2961.3	2482.9	867.2	3.960	27
470	Spectrogram 1	1	1086.314209626	1087.313387132	273.3	3006.8	2733.5	937.5	0.999	28
471	Spectrogram 1	1	1088.645623806	1089.977860480	318.9	2984.0	2665.1	703.1	1.332	27
472	Spectrogram 1	1	1090.273913074	1090.680985392	113.9	2050.1	1936.2	281.2	0.407	X2
473	Spectrogram 1	1	1090.903024837	1091.291593867	113.9	2027.3	1913.4	281.2	0.389	X2
474	Spectrogram 1	1	1091.549694880	1091.827244187	113.9	1981.8	1867.9	281.2	0.278	X2
475	Spectrogram 1	1	1092.104793494	1092.400846089	22.8	2004.5	1981.7	257.8	0.296	X2
476	Spectrogram 1	1	1092.881931554	1093.177984149	91.1	1890.7	1799.6	257.8	0.296	X2
477	Spectrogram 1	1	1093.511043317	1093.807095912	68.3	1936.2	1867.9	281.2	0.296	X2
478	Spectrogram 1	1	1094.103148506	1094.325187952	0.0	2004.5	2004.5	281.2	0.222	X2
479	Spectrogram 1	1	1094.621240546	1094.991306289	22.8	1981.8	1959.0	281.2	0.370	X2
480	Spectrogram 1	1	1095.305862170	1095.657424626	68.3	1959.0	1890.7	281.2	0.352	X2
481	Spectrogram 1	1	1095.897967359	1096.175516666	0.0	2027.3	2027.3	281.2	0.278	X2
482	Spectrogram 1	1	1096.453065973	1096.767621854	45.6	2004.5	1958.9	281.2	0.315	X2
483	Spectrogram 1	1	1097.322720469	1097.618773063	0.0	1913.4	1913.4	281.2	0.296	X2
484	Spectrogram 1	1	1097.914825657	1098.303394687	0.0	2004.5	2004.5	257.8	0.389	X2
485	Spectrogram 1	1	1099.778188595	1104.237480797	410.0	2961.3	2551.3	867.2	4.459	27
486	Spectrogram 1	1	1107.457052759	1108.456230265	341.7	3006.8	2665.1	843.8	0.999	28
487	Spectrogram 1	1	1110.695128009	1113.008038902	410.0	3006.8	2596.8	1148.4	2.313	27
488	Spectrogram 1	1	1113.913582403	1115.819420979	250.6	2847.4	2596.8	304.7	1.906	27
489	Spectrogram 1	1	1116.596559039	1117.188664228	273.3	2984.0	2710.7	328.1	0.592	28
490	Spectrogram 1	1	1118.539404189	1119.261032388	341.7	3052.4	2710.7	984.4	0.722	28
491	Spectrogram 1	1	1120.093680309	1124.293926491	432.8	3052.4	2619.6	914.1	4.200	27
492	Spectrogram 1	1	1127.456394580	1128.400062224	296.1	2938.5	2642.4	984.4	0.944	28
493	Spectrogram 1	1	1130.805489553	1132.877857713	432.8	2961.3	2528.5	1007.8	2.072	27
494	Spectrogram 1	1	1133.654995773	1134.802199575	410.0	2892.9	2482.9	1195.3	1.147	28
495	Spectrogram 1	1	1136.337972408	1137.004090745	250.6	2870.1	2619.5	398.4	0.666	28
496	Spectrogram 1	1	1138.225076349	1140.130914924	379.4	3035.2	2655.8	1148.4	1.906	27
497	Spectrogram 1	1	1140.684895970	1141.813596486	401.7	2946.0	2544.3	914.1	1.129	28
498	Spectrogram 1	1	1142.535224684	1143.386375893	290.1	2990.6	2700.5	1195.3	0.851	28
499	Spectrogram 1	1	1143.534402190	1143.996984368	178.5	2901.3	2722.8	1125.0	0.463	28
500	Spectrogram 1	1	1144.533579696	1145.495750627	200.9	2968.3	2767.4	937.5	0.962	28
501	Spectrogram 1	1	1146.420914984	1147.124039896	156.2	3012.9	2856.7	398.4	0.703	28
502	Spectrogram 1	1	1148.030497055	1152.267749811	312.4	2946.0	2633.6	914.1	4.237	27
503	Spectrogram 1	1	1155.504593774	1156.374248269	223.2	3035.2	2812.0	914.1	0.870	28
504	Spectrogram 1	1	1158.927701895	1161.092586491	468.7	2923.6	2454.9	914.1	2.165	27
505	Spectrogram 1	1	1161.666188392	1162.887405343	379.4	2923.6	2544.2	937.5	1.221	27
506	Spectrogram 1	1	1163.257471086	1163.553523681	200.9	3057.5	2856.6	890.6	0.296	X
507	Spectrogram 1	1	1164.127125582	1165.274329385	245.5	3035.2	2789.7	421.9	1.147	28
508	Spectrogram 1	1	1165.865611108	1166.346696573	245.5	2946.0	2700.5	1289.1	0.481	X
509	Spectrogram 1	1	1166.587239306	1166.994311623	245.5	3012.9	2767.4	890.6	0.407	X
510	Spectrogram 1	1	1167.678933248	1168.622600892	379.4	2923.6	2544.2	914.1	0.944	28
511	Spectrogram 1	1	1169.048176496	1169.455248813	267.8	2923.6	2655.8	1125.0	0.407	X
512	Spectrogram 1	1	1169.751301408	1170.102863863	379.4	3236.1	2856.7	609.4	0.352	X
513	Spectrogram 1	1	1170.787485488	1171.731153132	357.1	3035.2	2678.1	890.6	0.944	28
514	Spectrogram 1	1	1172.027205726	1172.415774756	401.7	2901.3	2499.6	1335.9	0.389	X
515	Spectrogram 1	1	1172.748833925	1173.118899668	267.8	3057.5	2789.7	421.9	0.370	X
516	Spectrogram 1	1	1174.006347703	1174.394916733	334.8	2901.3	2566.5	1242.2	0.389	X
517	Spectrogram 1	1	1174.635459466	1175.135048219	312.4	2990.6	2678.2	890.6	0.500	X
518	Spectrogram 1	1	1176.689324339	1180.426988342	424.0	2923.6	2499.6	1031.2	3.738	27
519	Spectrogram 1	1	1183.756168356	1184.699836000	424.0	2968.3	2544.3	890.6	0.944	28
520	Spectrogram 1	1	1186.661184437	1187.993421111	245.5	2901.3	2655.8	1007.8	1.332	27
521	Spectrogram 1	1	1188.789062458	1189.695723528	424.0	2923.6	2499.6	1078.1	0.907	28
522	Spectrogram 1	1	1190.010279410	1190.306332004	267.8	3035.2	2767.4	1289.1	0.296	X
523	Spectrogram 1	1	1190.879933905	1191.601562104	468.7	2901.3	2432.6	1031.2	0.722	28
524	Spectrogram 1	1	1192.027137708	1192.471216600	178.5	2968.3	2789.8	1054.7	0.444	X
525	Spectrogram 1	1	1192.915295491	1193.322367808	267.8	2946.0	2678.2	1054.7	0.407	X
526	Spectrogram 1	1	1193.470394105	1193.840459848	178.5	2990.6	2812.1	937.5	0.370	X
527	Spectrogram 1	1	1194.340048601	1194.617597908	357.1	2946.0	2588.9	1101.6	0.278	X
528	Spectrogram 1	1	1194.913650503	1195.265212958	267.8	3035.2	2767.4	1242.2	0.352	X
529	Spectrogram 1	1	1195.745447521	1196.041500115	379.4	2990.6	2611.2	1007.8	0.296	X
530	Spectrogram 1	1	1196.337552709	1196.615102016	424.0	2990.6	2566.6	1031.2	0.278	X
531	Spectrogram 1	1	1197.281220354	1197.577272948	156.2	3079.9	2923.7	421.9	0.296	X
532	Spectrogram 1	1	1197.928835404	1198.187881424	312.4	3012.9	2700.5	1148.4	0.259	X
533	Spectrogram 1	1	1199.113045781	1199.409098375	468.7	2990.6	2521.9	1054.7	0.296	X
534	Spectrogram 1	1	1201.184257143	1204.829404710	446.4	3057.5	2611.1	1031.2	3.645	27
535	Spectrogram 1	1	1207.808433940	1208.678088436	491.0	3057.5	2566.5	937.5	0.870	28
536	Spectrogram 1	1	1211.157528913	1212.582282023	491.0	2901.3	2410.3	1007.8	1.425	27
537	Spectrogram 1	1	1213.396426657	1214.210571292	602.6	2923.6	2321.0	984.4	0.814	28
538	Spectrogram 1	1	1214.506623886	1214.802676480	691.9	2990.6	2298.7	1054.7	0.296	X
539	Spectrogram 1	1	1215.578924408	1216.374565755	446.4	2923.6	2477.2	867.2	0.796	28
540	Spectrogram 1	1	1216.652115062	1216.966670944	245.5	2901.3	2655.8	1195.3	0.315	X
541	Spectrogram 1	1	1217.299730112	1217.632789281	111.6	2946.0	2834.4	960.9	0.333	X
542	Spectrogram 1	1	1218.335914192	1219.205568688	357.1	2901.3	2544.2	1054.7	0.870	28
543	Spectrogram 1	1	1219.612641005	1219.908693599	245.5	3146.8	2901.3	984.4	0.296	X
544	Spectrogram 1	1	1220.186242907	1220.537805362	357.1	3079.9	2722.8	984.4	0.352	X
545	Spectrogram 1	1	1221.277936848	1221.592492729	156.2	2968.3	2812.1	1007.8	0.315	X
546	Spectrogram 1	1	1221.888545324	1222.203101205	290.1	2990.6	2700.5	1171.9	0.315	X
547	Spectrogram 1	1	1222.684186671	1222.961735978	290.1	2990.6	2700.5	1054.7	0.278	X
548	Spectrogram 1	1	1223.257788572	1223.553841167	290.1	3012.9	2722.8	585.9	0.296	X
549	Spectrogram 1	1	1224.201456217	1224.590025247	178.5	2990.6	2812.1	1054.7	0.389	X
550	Spectrogram 1	1	1224.830567979	1225.126620574	290.1	2923.6	2633.5	1078.1	0.296	X
551	Spectrogram 1	1	1227.437676713	1231.101327567	379.4	3012.9	2633.5	1031.2	3.664	27
552	Spectrogram 1	1	1234.135866659	1235.079534303	267.8	2901.3	2633.5	984.4	0.944	28
553	Spectrogram 1	1	1237.466458344	1239.557329791	446.4	3035.2	2588.8	984.4	2.091	27
554	Spectrogram 1	1	1240.741540168	1241.685207813	312.4	3012.9	2700.5	1054.7	0.944	28
555	Spectrogram 1	1	1243.035947774	1243.905602270	379.4	2990.6	2611.2	1007.8	0.870	28
556	Spectrogram 1	1	1244.959760274	1249.011980159	535.6	2946.0	2410.4	1007.8	4.052	27
