Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Freq (Hz)	Delta Time (s)	Peak Freq (Hz)	UNIT
60	Spectrogram 1	1	196.947614436	199.568685518	0.0	5172.3	5172.3	2.621	344.5	O
61	Spectrogram 1	1	202.026097535	204.122954401	0.0	4428.6	4428.6	2.097	21.5	A1
62	Spectrogram 1	1	204.821906690	206.656656448	0.0	4530.0	4530.0	1.835	21.5	A1
63	Spectrogram 1	1	207.268239701	209.627203675	0.0	4665.2	4665.2	2.359	21.5	A1
64	Spectrogram 1	1	212.268845607	215.240543346	0.0	5307.5	5307.5	2.972	344.5	O
65	Spectrogram 1	1	216.967053821	218.889172615	0.0	4090.5	4090.5	1.922	21.5	A1
66	Spectrogram 1	1	219.500755867	221.335505625	0.0	4428.6	4428.6	1.835	21.5	A1
67	Spectrogram 1	1	221.772350806	223.694469600	0.0	4428.6	4428.6	1.922	43.1	A1
68	Spectrogram 1	1	226.303610562	229.973110077	0.0	5611.8	5611.8	3.669	344.5	O
69	Spectrogram 1	1	231.790892940	233.695289568	0.0	4158.1	4158.1	1.904	21.5	A1
70	Spectrogram 1	1	234.960635540	236.247963477	0.0	4361.0	4361.0	1.287	21.5	A1
71	Spectrogram 1	1	237.032063851	237.925434902	51.5	4462.4	4410.9	0.893	64.6	U
72	Spectrogram 1	1	238.353492256	239.457039248	0.0	4022.9	4022.9	1.104	43.1	U
73	Spectrogram 1	1	241.516732983	245.710446715	0.0	5172.3	5172.3	4.194	21.5	O
74	Spectrogram 1	1	246.946954022	248.344858600	0.0	3636.5	3636.5	1.398	21.5	U
75	Spectrogram 1	1	249.264700157	250.303152498	0.0	3703.9	3703.9	1.038	43.1	U
76	Spectrogram 1	1	251.211961359	251.722597439	0.0	3737.6	3737.6	0.511	43.1	U
77	Spectrogram 1	1	252.332544369	253.031496657	0.0	3501.9	3501.9	0.699	43.1	U
78	Spectrogram 1	1	253.453493533	254.044141531	0.0	3569.2	3569.2	0.591	43.1	U
79	Spectrogram 1	1	254.251061119	254.782510356	0.0	3452.8	3452.8	0.531	21.5	U
80	Spectrogram 1	1	255.408409721	260.737920923	0.0	5138.5	5138.5	5.330	21.5	O
82	Spectrogram 1	1	262.368091520	262.948501316	0.0	3501.9	3501.9	0.580	43.1	U
83	Spectrogram 1	1	264.055966311	264.591241059	0.0	3602.9	3602.9	0.535	43.1	U
84	Spectrogram 1	1	265.403382056	265.827910305	0.0	2663.5	2663.5	0.425	43.1	U
85	Spectrogram 1	1	266.492389302	266.972290801	0.0	3636.5	3636.5	0.480	43.1	U
86	Spectrogram 1	1	267.522864649	268.005924797	0.0	3535.5	3535.5	0.483	43.1	U
87	Spectrogram 1	1	268.596572794	269.168763042	0.0	2610.5	2610.5	0.572	43.1	U
88	Spectrogram 1	1	271.833788506	275.328549950	0.0	5510.4	5510.4	3.495	21.5	O
89	Spectrogram 1	1	277.249555807	278.190913501	0.0	3939.6	3939.6	0.941	43.1	U
90	Spectrogram 1	1	278.892307998	279.722906745	0.0	2637.0	2637.0	0.831	21.5	U
91	Spectrogram 1	1	280.442758992	281.014949240	0.0	3804.9	3804.9	0.572	43.1	U
92	Spectrogram 1	1	281.550223988	282.140871986	0.0	2690.0	2690.0	0.591	43.1	U
93	Spectrogram 1	1	282.602315734	283.137590482	0.0	3670.2	3670.2	0.535	43.1	U
94	Spectrogram 1	1	283.774704873	360.759705215	0.0	4545.7	4545.7	76.985	21.5	///////
